entity_reference_id,entity_type,entity_id,reference_id,supported_topics,source_locator,notes
ER-MSK-005,disease,DIS-MSK-SUPRACONDYLARHUMERUS,REF-MSK-001,fracture,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-006,disease,DIS-MSK-LATERALCONDYLEFRACTU,REF-MSK-001,fracture,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-007,disease,DIS-MSK-MEDIALEPICONDYLEFRAC,REF-MSK-001,fracture,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-008,disease,DIS-MSK-RADIALHEADFRACTURE,REF-MSK-001,fracture,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-009,disease,DIS-MSK-OLECRANONFRACTURE,REF-MSK-001,fracture,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-010,disease,DIS-MSK-MONTEGGIAFRACTUREDIS,REF-MSK-001,fracture,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-011,disease,DIS-MSK-GALEAZZIFRACTUREDISL,REF-MSK-001,fracture,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-012,disease,DIS-MSK-BOTHBONEFOREARMFRACT,REF-MSK-001,fracture,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-013,disease,DIS-MSK-COLLESFRACTURE,REF-MSK-001,fracture,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-014,disease,DIS-MSK-SMITHFRACTURE,REF-MSK-001,fracture,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-015,disease,DIS-MSK-BARTONFRACTURE,REF-MSK-001,fracture,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-016,disease,DIS-MSK-CHAUFFEURFRACTURE,REF-MSK-001,fracture,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-017,disease,DIS-MSK-SCAPHOIDFRACTURE,REF-MSK-001,fracture,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-018,disease,DIS-MSK-LUNATEFRACTURE,REF-MSK-001,fracture,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-019,disease,DIS-MSK-HOOKOFHAMATEFRACTURE,REF-MSK-001,fracture,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-020,disease,DIS-MSK-BOXERFRACTURE,REF-MSK-001,fracture,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-021,disease,DIS-MSK-BENNETTFRACTURE,REF-MSK-001,fracture,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-022,disease,DIS-MSK-ROLANDOFRACTURE,REF-MSK-001,fracture,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-023,disease,DIS-MSK-PHALANGEALFRACTURE,REF-MSK-001,fracture,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-024,disease,DIS-MSK-FEMORALNECKFRACTURE,REF-MSK-001,fracture,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-025,disease,DIS-MSK-INTERTROCHANTERICFRA,REF-MSK-001,fracture,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-026,disease,DIS-MSK-SUBTROCHANTERICFRACT,REF-MSK-001,fracture,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-027,disease,DIS-MSK-FEMORALSHAFTFRACTURE,REF-MSK-001,fracture,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-028,disease,DIS-MSK-PATELLARFRACTURE,REF-MSK-001,fracture,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-029,disease,DIS-MSK-TIBIALPLATEAUFRACTUR,REF-MSK-001,fracture,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-030,disease,DIS-MSK-TIBIALSHAFTFRACTURE,REF-MSK-001,fracture,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-031,disease,DIS-MSK-TIBIALSTRESSFRACTURE,REF-MSK-001,fracture,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-032,disease,DIS-MSK-MAISONNEUVEFRACTURE,REF-MSK-001,fracture,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-033,disease,DIS-MSK-PILONFRACTURE,REF-MSK-001,fracture,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-034,disease,DIS-MSK-BIMALLEOLARFRACTURE,REF-MSK-001,fracture,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-035,disease,DIS-MSK-TRIMALLEOLARFRACTURE,REF-MSK-001,fracture,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-036,disease,DIS-MSK-JONESFRACTURE,REF-MSK-001,fracture,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-037,disease,DIS-MSK-LISFRANCINJURY,REF-MSK-001,fracture,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-038,disease,DIS-MSK-CALCANEALFRACTURE,REF-MSK-001,fracture,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-039,disease,DIS-MSK-TALARNECKFRACTURE,REF-MSK-001,fracture,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-040,disease,DIS-MSK-TODDLERFRACTURE,REF-MSK-001,fracture,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-041,disease,DIS-MSK-JEFFERSONFRACTURE,REF-MSK-001,fracture,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-042,disease,DIS-MSK-HANGMANFRACTURE,REF-MSK-001,fracture,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-043,disease,DIS-MSK-ODONTOIDFRACTURE,REF-MSK-001,fracture,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-044,disease,DIS-MSK-BURSTFRACTURE,REF-MSK-001,fracture,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-045,disease,DIS-MSK-CHANCEFRACTURE,REF-MSK-001,fracture,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-046,disease,DIS-MSK-PELVICRINGFRACTURE,REF-MSK-001,fracture,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-047,disease,DIS-MSK-OPENBOOKPELVICFRACTU,REF-MSK-001,fracture,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-048,disease,DIS-MSK-ACETABULARFRACTURE,REF-MSK-001,fracture,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-049,disease,DIS-MSK-ANTERIORSHOULDERDISL,REF-MSK-001,dislocation,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-050,disease,DIS-MSK-POSTERIORSHOULDERDIS,REF-MSK-001,dislocation,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-051,disease,DIS-MSK-ACROMIOCLAVICULARSEP,REF-MSK-001,dislocation,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-052,disease,DIS-MSK-STERNOCLAVICULARDISL,REF-MSK-001,dislocation,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-053,disease,DIS-MSK-NURSEMAIDELBOW,REF-MSK-001,dislocation,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-054,disease,DIS-MSK-ELBOWDISLOCATION,REF-MSK-001,dislocation,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-055,disease,DIS-MSK-PERILUNATEDISLOCATIO,REF-MSK-001,dislocation,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-056,disease,DIS-MSK-LUNATEDISLOCATION,REF-MSK-001,dislocation,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-057,disease,DIS-MSK-POSTERIORHIPDISLOCAT,REF-MSK-001,dislocation,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-058,disease,DIS-MSK-DEVELOPMENTALDYSPLAS,REF-MSK-001,dislocation,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-059,disease,DIS-MSK-PATELLARDISLOCATION,REF-MSK-001,dislocation,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-060,disease,DIS-MSK-KNEEDISLOCATION,REF-MSK-001,dislocation,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-061,disease,DIS-MSK-ANKLEDISLOCATION,REF-MSK-001,dislocation,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-062,disease,DIS-MSK-TEMPOROMANDIBULARJOI,REF-MSK-001,dislocation,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-063,disease,DIS-MSK-ROTATORCUFFTENDINOPA,REF-MSK-001,soft_tissue,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-064,disease,DIS-MSK-ROTATORCUFFTEAR,REF-MSK-001,soft_tissue,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-065,disease,DIS-MSK-SLAPLESION,REF-MSK-001,soft_tissue,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-066,disease,DIS-MSK-SHOULDERIMPINGEMENT,REF-MSK-001,soft_tissue,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-067,disease,DIS-MSK-ADHESIVECAPSULITIS,REF-MSK-001,soft_tissue,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-068,disease,DIS-MSK-PECTORALISMAJORRUPTU,REF-MSK-001,soft_tissue,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-069,disease,DIS-MSK-LATERALEPICONDYLITIS,REF-MSK-001,soft_tissue,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-070,disease,DIS-MSK-MEDIALEPICONDYLITIS,REF-MSK-001,soft_tissue,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-071,disease,DIS-MSK-ULNARCOLLATERALLIGAM,REF-MSK-001,soft_tissue,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-072,disease,DIS-MSK-DEQUERVAINTENOSYNOVI,REF-MSK-001,soft_tissue,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-073,disease,DIS-MSK-TRIGGERFINGER,REF-MSK-001,soft_tissue,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-074,disease,DIS-MSK-DUPUYTRENCONTRACTURE,REF-MSK-001,soft_tissue,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-075,disease,DIS-MSK-SKIERTHUMB,REF-MSK-001,soft_tissue,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-076,disease,DIS-MSK-SCAPHOLUNATELIGAMENT,REF-MSK-001,soft_tissue,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-077,disease,DIS-MSK-TRIANGULARFIBROCARTI,REF-MSK-001,soft_tissue,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-078,disease,DIS-MSK-MALLETFINGER,REF-MSK-001,soft_tissue,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-079,disease,DIS-MSK-JERSEYFINGER,REF-MSK-001,soft_tissue,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-080,disease,DIS-MSK-ACLTEAR,REF-MSK-001,soft_tissue,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-081,disease,DIS-MSK-PCLTEAR,REF-MSK-001,soft_tissue,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-082,disease,DIS-MSK-MCLTEAR,REF-MSK-001,soft_tissue,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-083,disease,DIS-MSK-LCLTEAR,REF-MSK-001,soft_tissue,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-084,disease,DIS-MSK-MEDIALMENISCUSTEAR,REF-MSK-001,soft_tissue,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-085,disease,DIS-MSK-LATERALMENISCUSTEAR,REF-MSK-001,soft_tissue,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-086,disease,DIS-MSK-PATELLARTENDONRUPTUR,REF-MSK-001,soft_tissue,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-087,disease,DIS-MSK-QUADRICEPSTENDONRUPT,REF-MSK-001,soft_tissue,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-088,disease,DIS-MSK-PATELLOFEMORALPAINSY,REF-MSK-001,soft_tissue,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-089,disease,DIS-MSK-ILIOTIBIALBANDSYNDRO,REF-MSK-001,soft_tissue,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-090,disease,DIS-MSK-PESANSERINEBURSITIS,REF-MSK-001,soft_tissue,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-091,disease,DIS-MSK-OSGOODSCHLATTERDISEA,REF-MSK-001,soft_tissue,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-092,disease,DIS-MSK-LATERALANKLESPRAIN,REF-MSK-001,soft_tissue,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-093,disease,DIS-MSK-SYNDESMOTICANKLESPRA,REF-MSK-001,soft_tissue,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-094,disease,DIS-MSK-ACHILLESTENDINOPATHY,REF-MSK-001,soft_tissue,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-095,disease,DIS-MSK-ACHILLESTENDONRUPTUR,REF-MSK-001,soft_tissue,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-096,disease,DIS-MSK-POSTERIORTIBIALTENDO,REF-MSK-001,soft_tissue,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-097,disease,DIS-MSK-PLANTARFASCIITIS,REF-MSK-001,soft_tissue,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-098,disease,DIS-MSK-TURFTOE,REF-MSK-001,soft_tissue,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-099,disease,DIS-MSK-MORTONNEUROMA,REF-MSK-001,soft_tissue,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-100,disease,DIS-MSK-HALLUXVALGUS,REF-MSK-001,soft_tissue,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-101,disease,DIS-MSK-ACUTECOMPARTMENTSYND,REF-MSK-001,emergency,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-102,disease,DIS-MSK-CHRONICEXERTIONALCOM,REF-MSK-001,emergency,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-103,disease,DIS-MSK-OPENFRACTURE,REF-MSK-001,emergency,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-104,disease,DIS-MSK-NECROTIZINGSOFTTISSU,REF-MSK-001,emergency,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-105,disease,DIS-MSK-ACUTELIMBISCHEMIA,REF-MSK-001,emergency,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-106,disease,DIS-MSK-FATEMBOLISMSYNDROME,REF-MSK-001,emergency,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-107,disease,DIS-MSK-TRAUMATICAMPUTATION,REF-MSK-001,emergency,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-108,disease,DIS-MSK-FLEXORTENOSYNOVITIS,REF-MSK-001,emergency,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-109,disease,DIS-MSK-HANDORDIGITISCHEMIA,REF-MSK-001,emergency,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-110,disease,DIS-MSK-CRUSHINJURY,REF-MSK-001,emergency,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-111,disease,DIS-MSK-ACUTEHEMATOGENOUSOST,REF-MSK-004,infection,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-112,disease,DIS-MSK-CHRONICOSTEOMYELITIS,REF-MSK-004,infection,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-113,disease,DIS-MSK-VERTEBRALOSTEOMYELIT,REF-MSK-004,infection,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-114,disease,DIS-MSK-DIABETICFOOTOSTEOMYE,REF-MSK-004,infection,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-115,disease,DIS-MSK-PROSTHETICJOINTINFEC,REF-MSK-004,infection,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-116,disease,DIS-MSK-BRODIEABSCESS,REF-MSK-004,infection,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-117,disease,DIS-MSK-SEPTICARTHRITIS,REF-MSK-004,infection,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-118,disease,DIS-MSK-GONOCOCCALARTHRITIS,REF-MSK-004,infection,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-119,disease,DIS-MSK-TUBERCULOUSARTHRITIS,REF-MSK-004,infection,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-120,disease,DIS-MSK-POTTDISEASE,REF-MSK-004,infection,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-121,disease,DIS-MSK-DISCITIS,REF-MSK-004,infection,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-122,disease,DIS-MSK-INFECTIOUSBURSITIS,REF-MSK-004,infection,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-123,disease,DIS-MSK-OSTEOARTHRITIS,REF-MSK-001,degenerative,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-124,disease,DIS-MSK-CERVICALSPONDYLOSIS,REF-MSK-001,degenerative,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-125,disease,DIS-MSK-CERVICALRADICULOPATH,REF-MSK-001,degenerative,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-126,disease,DIS-MSK-CERVICALMYELOPATHY,REF-MSK-001,degenerative,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-127,disease,DIS-MSK-LUMBARSPINALSTENOSIS,REF-MSK-001,degenerative,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-128,disease,DIS-MSK-LUMBARRADICULOPATHY,REF-MSK-001,degenerative,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-129,disease,DIS-MSK-HERNIATEDNUCLEUSPULP,REF-MSK-001,degenerative,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-130,disease,DIS-MSK-FACETARTHROPATHY,REF-MSK-001,degenerative,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-131,disease,DIS-MSK-DEGENERATIVEDISCDISE,REF-MSK-001,degenerative,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-132,disease,DIS-MSK-SPONDYLOLYSIS,REF-MSK-001,degenerative,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-133,disease,DIS-MSK-SPONDYLOLISTHESIS,REF-MSK-001,degenerative,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-134,disease,DIS-MSK-SACROILIACJOINTDYSFU,REF-MSK-001,degenerative,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-135,disease,DIS-MSK-HIPOSTEOARTHRITIS,REF-MSK-001,degenerative,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-136,disease,DIS-MSK-KNEEOSTEOARTHRITIS,REF-MSK-001,degenerative,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-137,disease,DIS-MSK-HANDOSTEOARTHRITIS,REF-MSK-001,degenerative,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-138,disease,DIS-MSK-RHEUMATOIDARTHRITIS,REF-MSK-001,inflammatory,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-139,disease,DIS-MSK-JUVENILEIDIOPATHICAR,REF-MSK-001,inflammatory,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-140,disease,DIS-MSK-PSORIATICARTHRITIS,REF-MSK-001,inflammatory,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-141,disease,DIS-MSK-ANKYLOSINGSPONDYLITI,REF-MSK-001,inflammatory,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-142,disease,DIS-MSK-REACTIVEARTHRITIS,REF-MSK-001,inflammatory,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-143,disease,DIS-MSK-ENTEROPATHICARTHRITI,REF-MSK-001,inflammatory,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-144,disease,DIS-MSK-SYSTEMICLUPUSERYTHEM,REF-MSK-001,inflammatory,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-145,disease,DIS-MSK-MIXEDCONNECTIVETISSU,REF-MSK-001,inflammatory,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-146,disease,DIS-MSK-SJÖGRENSYNDROME,REF-MSK-001,inflammatory,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-147,disease,DIS-MSK-SYSTEMICSCLEROSIS,REF-MSK-001,inflammatory,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-148,disease,DIS-MSK-POLYMYOSITIS,REF-MSK-001,inflammatory,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-149,disease,DIS-MSK-DERMATOMYOSITIS,REF-MSK-001,inflammatory,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-150,disease,DIS-MSK-INCLUSIONBODYMYOSITI,REF-MSK-001,inflammatory,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-151,disease,DIS-MSK-POLYMYALGIARHEUMATIC,REF-MSK-001,inflammatory,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-152,disease,DIS-MSK-RELAPSINGPOLYCHONDRI,REF-MSK-001,inflammatory,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-153,disease,DIS-MSK-ADULTONSETSTILLDISEA,REF-MSK-001,inflammatory,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-154,disease,DIS-MSK-GIANTCELLARTERITIS,REF-MSK-001,inflammatory,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-155,disease,DIS-MSK-POLYARTERITISNODOSA,REF-MSK-001,inflammatory,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-156,disease,DIS-MSK-EOSINOPHILICGRANULOM,REF-MSK-001,inflammatory,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-157,disease,DIS-MSK-BEHÇETDISEASE,REF-MSK-001,inflammatory,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-158,disease,DIS-MSK-GOUT,REF-MSK-001,crystal,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-159,disease,DIS-MSK-ACUTEGOUTFLARE,REF-MSK-001,crystal,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-160,disease,DIS-MSK-CHRONICTOPHACEOUSGOU,REF-MSK-001,crystal,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-161,disease,DIS-MSK-CALCIUMPYROPHOSPHATE,REF-MSK-001,crystal,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-162,disease,DIS-MSK-CALCIFICTENDINITIS,REF-MSK-001,crystal,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-163,disease,DIS-MSK-OSTEOPOROSIS,REF-MSK-005,metabolic,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-164,disease,DIS-MSK-OSTEOPENIA,REF-MSK-005,metabolic,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-165,disease,DIS-MSK-OSTEOMALACIA,REF-MSK-005,metabolic,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-166,disease,DIS-MSK-RICKETS,REF-MSK-005,metabolic,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-167,disease,DIS-MSK-PAGETDISEASEOFBONE,REF-MSK-005,metabolic,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-168,disease,DIS-MSK-HYPERPARATHYROIDBONE,REF-MSK-005,metabolic,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-169,disease,DIS-MSK-RENALOSTEODYSTROPHY,REF-MSK-005,metabolic,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-170,disease,DIS-MSK-OSTEITISFIBROSACYSTI,REF-MSK-005,metabolic,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-171,disease,DIS-MSK-SCURVY,REF-MSK-005,metabolic,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-172,disease,DIS-MSK-OSTEOPETROSIS,REF-MSK-005,metabolic,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-173,disease,DIS-MSK-FIBROUSDYSPLASIA,REF-MSK-005,metabolic,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-174,disease,DIS-MSK-MCCUNEALBRIGHTSYNDRO,REF-MSK-005,metabolic,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-175,disease,DIS-MSK-OSTEOGENESISIMPERFEC,REF-MSK-005,metabolic,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-176,disease,DIS-MSK-HYPOPHOSPHATEMICRICK,REF-MSK-005,metabolic,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-177,disease,DIS-MSK-GLUCOCORTICOIDINDUCE,REF-MSK-005,metabolic,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-178,disease,DIS-MSK-AVASCULARNECROSISOFT,REF-MSK-005,metabolic,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-179,disease,DIS-MSK-LEGGCALVÉPERTHESDISE,REF-MSK-005,metabolic,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-180,disease,DIS-MSK-KIENBÖCKDISEASE,REF-MSK-005,metabolic,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-181,disease,DIS-MSK-OSTEOCHONDRITISDISSE,REF-MSK-005,metabolic,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-182,disease,DIS-MSK-SLIPPEDCAPITALFEMORA,REF-MSK-001,pediatric,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-183,disease,DIS-MSK-TRANSIENTSYNOVITIS,REF-MSK-001,pediatric,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-184,disease,DIS-MSK-PEDIATRICSEPTICARTHR,REF-MSK-001,pediatric,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-185,disease,DIS-MSK-SCOLIOSIS,REF-MSK-001,pediatric,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-186,disease,DIS-MSK-CLUBFOOT,REF-MSK-001,pediatric,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-187,disease,DIS-MSK-METATARSUSADDUCTUS,REF-MSK-001,pediatric,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-188,disease,DIS-MSK-BLOUNTDISEASE,REF-MSK-001,pediatric,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-189,disease,DIS-MSK-LIMBLENGTHDISCREPANC,REF-MSK-001,pediatric,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-190,disease,DIS-MSK-SALTERHARRISIFRACTUR,REF-MSK-001,pediatric,Relevant guideline or practice section.,Source checked; clinician review pending.
ER-MSK-191,disease,DIS-MSK-SALTERHARRISIIFRACTU,REF-MSK-001,pediatric,Relevant guideline or practice section.,Source checked; clinician review pending.
