finding_localization_id,finding_id,localization_id,laterality,motor_findings,sensory_findings,reflex_findings,cranial_nerve_findings,cortical_signs,clinical_meaning,source_status,ipsilateral_effects,contralateral_effects,face_body_pattern,motor_pattern,sensory_pattern,reflex_pattern,cranial_nerve_pattern,visual_field_pattern,autonomic_pattern,bowel_bladder_pattern,distinguishing_features,commonly_tested
FLOC-NEUR-BCB5E6478A8E,FND-NEUR-HYPERREFLEXIA,LOC-NEUR-E4CB23EEB957,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Cervical cord in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Cervical cord lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Cervical cord.,Sensory pattern is interpreted in relation to Cervical cord.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Hyperreflexia is linked to Cervical cord only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-456A0C472069,FND-NEUR-4C557A0C8B6D,LOC-NEUR-SPINOTHALAMICTRACT,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Spinothalamic tract in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Spinothalamic tract lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Spinothalamic tract.,Sensory pattern is interpreted in relation to Spinothalamic tract.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Hypnagogic hallucinations is linked to Spinothalamic tract only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-6D4116E49671,FND-NEUR-4C557A0C8B6D,LOC-NEUR-22E4A59A1B30,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Anterior horn in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Anterior horn lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Anterior horn.,Sensory pattern is interpreted in relation to Anterior horn.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Hypnagogic hallucinations is linked to Anterior horn only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-3B8243323F3D,FND-NEUR-0D774559E5B0,LOC-NEUR-CORTICOSPINALTRACT,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Corticospinal tract in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Corticospinal tract lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Corticospinal tract.,Sensory pattern is interpreted in relation to Corticospinal tract.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Hypotonia is linked to Corticospinal tract only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-BED51E1F3686,FND-NEUR-0D774559E5B0,LOC-NEUR-MUSCLE,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Muscle in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Muscle lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Muscle.,Sensory pattern is interpreted in relation to Muscle.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Hypotonia is linked to Muscle only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-66449A72CA47,FND-NEUR-B477B6F977D7,LOC-NEUR-22E4A59A1B30,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Anterior horn in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Anterior horn lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Anterior horn.,Sensory pattern is interpreted in relation to Anterior horn.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Hypsarrhythmia is linked to Anterior horn only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-60C3FE5D390E,FND-NEUR-B477B6F977D7,LOC-NEUR-647BE02DFA8D,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Wernicke region in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Wernicke region lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Wernicke region.,Sensory pattern is interpreted in relation to Wernicke region.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Hypsarrhythmia is linked to Wernicke region only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-8395444852B2,FND-NEUR-B6591F1AB720,LOC-NEUR-1D8C1BDFB097,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Central cord in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Central cord lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Central cord.,Sensory pattern is interpreted in relation to Central cord.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Inability to close eye is linked to Central cord only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-4824C9A376EF,FND-NEUR-B6591F1AB720,LOC-NEUR-ACB9DF579CA5,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Cranial nerve VI in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Cranial nerve VI lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Cranial nerve VI.,Sensory pattern is interpreted in relation to Cranial nerve VI.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Inability to close eye is linked to Cranial nerve VI only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-B551AAA94C58,FND-NEUR-INTERNUCLEAROPHTHALM,LOC-NEUR-C54495282657,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Hemicord in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Hemicord lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Hemicord.,Sensory pattern is interpreted in relation to Hemicord.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Internuclear ophthalmoplegia is linked to Hemicord only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-140E696CF1B5,FND-NEUR-INTERNUCLEAROPHTHALM,LOC-NEUR-783678A5C969,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Cerebral cortex in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Cerebral cortex lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Cerebral cortex.,Sensory pattern is interpreted in relation to Cerebral cortex.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Internuclear ophthalmoplegia is linked to Cerebral cortex only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-ED8376612DCC,FND-NEUR-D1266B0F1533,LOC-NEUR-926261FED385,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Nerve root in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Nerve root lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Nerve root.,Sensory pattern is interpreted in relation to Nerve root.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Lateral tongue biting is linked to Nerve root only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-DB864C0D89FA,FND-NEUR-D1266B0F1533,LOC-NEUR-OCCIPITALLOBE,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Occipital lobe in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Occipital lobe lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Occipital lobe.,Sensory pattern is interpreted in relation to Occipital lobe.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Lateral tongue biting is linked to Occipital lobe only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-5A796AB1CFAB,FND-NEUR-9EC3A5CC379B,LOC-NEUR-E2A406F79800,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Plexus in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Plexus lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Plexus.,Sensory pattern is interpreted in relation to Plexus.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Lead-pipe rigidity is linked to Plexus only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-4F1B039D1D10,FND-NEUR-9EC3A5CC379B,LOC-NEUR-MIDBRAIN,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Midbrain in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Midbrain lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Midbrain.,Sensory pattern is interpreted in relation to Midbrain.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Lead-pipe rigidity is linked to Midbrain only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-9E9739925D64,FND-NEUR-F8CC1E183585,LOC-NEUR-NEUROMUSCULARJUNCTIO,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Neuromuscular junction in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Neuromuscular junction lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Neuromuscular junction.,Sensory pattern is interpreted in relation to Neuromuscular junction.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Length-dependent sensory loss is linked to Neuromuscular junction only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-46AD96B673EB,FND-NEUR-F8CC1E183585,LOC-NEUR-PERIPHERALNERVE,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Peripheral nerve in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Peripheral nerve lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Peripheral nerve.,Sensory pattern is interpreted in relation to Peripheral nerve.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Length-dependent sensory loss is linked to Peripheral nerve only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-B9A8530E9E8D,FND-NEUR-LEWYBODIES,LOC-NEUR-NEUROMUSCULARJUNCTIO,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Neuromuscular junction in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Neuromuscular junction lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Neuromuscular junction.,Sensory pattern is interpreted in relation to Neuromuscular junction.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Lewy bodies is linked to Neuromuscular junction only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-590B106D76BB,FND-NEUR-LEWYBODIES,LOC-NEUR-DORSALCOLUMNS,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Dorsal columns in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Dorsal columns lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Dorsal columns.,Sensory pattern is interpreted in relation to Dorsal columns.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Lewy bodies is linked to Dorsal columns only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-EE6F8190D1E1,FND-NEUR-LOWCSFGLUCOSE,LOC-NEUR-MUSCLE,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Muscle in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Muscle lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Muscle.,Sensory pattern is interpreted in relation to Muscle.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Low CSF glucose is linked to Muscle only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-777AA14DA016,FND-NEUR-LOWCSFGLUCOSE,LOC-NEUR-E2A406F79800,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Plexus in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Plexus lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Plexus.,Sensory pattern is interpreted in relation to Plexus.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Low CSF glucose is linked to Plexus only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-BD596AE1E8E6,FND-NEUR-LYMPHOCYTICCSF,LOC-NEUR-5B2622BA4CC2,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Optic nerve in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Optic nerve lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Optic nerve.,Sensory pattern is interpreted in relation to Optic nerve.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Lymphocytic CSF is linked to Optic nerve only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-1AF0FED4B1B6,FND-NEUR-LYMPHOCYTICCSF,LOC-NEUR-7434A2531CCA,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Meyer loop in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Meyer loop lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Meyer loop.,Sensory pattern is interpreted in relation to Meyer loop.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Lymphocytic CSF is linked to Meyer loop only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-A505771C809E,FND-NEUR-E4889C02E24B,LOC-NEUR-2B250B62E276,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Optic chiasm in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Optic chiasm lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Optic chiasm.,Sensory pattern is interpreted in relation to Optic chiasm.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Macrocephaly is linked to Optic chiasm only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-548CEB612825,FND-NEUR-E4889C02E24B,LOC-NEUR-06F9E5A9DAC5,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Cranial nerve III in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Cranial nerve III lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Cranial nerve III.,Sensory pattern is interpreted in relation to Cranial nerve III.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Macrocephaly is linked to Cranial nerve III only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-B6A4F48C15AD,FND-NEUR-5D1664AF7875,LOC-NEUR-E69BAF054E79,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Optic tract in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Optic tract lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Optic tract.,Sensory pattern is interpreted in relation to Optic tract.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Masked facies is linked to Optic tract only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-7675FA225E77,FND-NEUR-5D1664AF7875,LOC-NEUR-C428112E052E,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Cranial nerve X in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Cranial nerve X lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Cranial nerve X.,Sensory pattern is interpreted in relation to Cranial nerve X.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Masked facies is linked to Cranial nerve X only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-93FCC0159D3A,FND-NEUR-MENINGISMUS,LOC-NEUR-7434A2531CCA,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Meyer loop in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Meyer loop lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Meyer loop.,Sensory pattern is interpreted in relation to Meyer loop.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Meningismus is linked to Meyer loop only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-BD6A8EF7E3DB,FND-NEUR-MENINGISMUS,LOC-NEUR-D8CAD50D4FAF,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Dominant parietal lobe in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Dominant parietal lobe lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Dominant parietal lobe.,Sensory pattern is interpreted in relation to Dominant parietal lobe.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Meningismus is linked to Dominant parietal lobe only as a clinically interpretable lesion-localization clue.,true
