disease_presentation_id,disease_id,presentation_id,source_review_status,medical_review_status,relationship_role,typicality,frequency_category,acuity,age_context,pregnancy_context,clinical_setting,key_positive_clues,key_negative_clues,cannot_miss,step_levels,subject_exams,source_status
DPR-NEUR-BF769AEA8DE9,DIS-NEUR-163,PRS-008,source_checked,needs_medical_review,common,typical,common,high,condition-specific,consider only when clinically relevant,urgent evaluation when an immunocompromised patient has focal neurologic symptoms or possible intracranial mass effect,Subacute focal neurologic deficit in an appropriately immunocompromised host supports cerebral toxoplasmosis. Headache seizure altered mental status or fever can accompany it but are not required.,No single symptom confirms cerebral toxoplasmosis; absent associated symptoms do not exclude it.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Infectious Disease; Emergency Medicine,partially_source_supported
DPR-NEUR-F0CD6DC614A9,DIS-NEUR-023,PRS-NEUR-DELIRIUM,draft_ai_generated,needs_medical_review,common,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,"Recurrent thunderclap headaches over days with segmental arterial narrowing, often postpartum or vasoactive-drug related, support RCVS.",The competing diagnoses are separated by the concrete positive and negative clues in the explicit comparison.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DPR-NEUR-DF4C51945F77,DIS-NEUR-023,PRS-NEUR-056,draft_ai_generated,needs_medical_review,common,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,"Recurrent thunderclap headaches over days with segmental arterial narrowing, often postpartum or vasoactive-drug related, support RCVS.",The competing diagnoses are separated by the concrete positive and negative clues in the explicit comparison.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DPR-NEUR-16F72BEF111B,DIS-NEUR-023,PRS-NEUR-064,draft_ai_generated,needs_medical_review,common,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,"Recurrent thunderclap headaches over days with segmental arterial narrowing, often postpartum or vasoactive-drug related, support RCVS.",The competing diagnoses are separated by the concrete positive and negative clues in the explicit comparison.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DPR-NEUR-05AC30EDF517,DIS-NEUR-024,PRS-006,draft_ai_generated,needs_medical_review,classic,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,"Acute hypertension, eclampsia, renal disease, or immunosuppression with seizures and posterior vasogenic edema supports PRES. The linked presentation 'Altered mental status' is linked because its timing and associated examination findings match this illness script.","For Posterior reversible encephalopathy syndrome, absence of the expected syndrome features prompts a search to its documented alternatives.",true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DPR-NEUR-F32A0DB3FDBD,DIS-NEUR-024,PRS-007,draft_ai_generated,needs_medical_review,common,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,"Acute hypertension, eclampsia, renal disease, or immunosuppression with seizures and posterior vasogenic edema supports PRES. The linked presentation 'Headache' is linked because its timing and associated examination findings match this illness script.","For Posterior reversible encephalopathy syndrome, absence of the expected syndrome features prompts a search to its documented alternatives.",true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DPR-NEUR-A64F8712FC61,DIS-NEUR-024,PRS-NEUR-063,draft_ai_generated,needs_medical_review,common,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,"Acute hypertension, eclampsia, renal disease, or immunosuppression with seizures and posterior vasogenic edema supports PRES. The linked presentation 'First seizure' is linked because its timing and associated examination findings match this illness script.","For Posterior reversible encephalopathy syndrome, absence of the expected syndrome features prompts a search to its documented alternatives.",true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DPR-NEUR-108A43911FD3,DIS-NEUR-024,PRS-NEUR-051,draft_ai_generated,needs_medical_review,common,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,"Acute hypertension, eclampsia, renal disease, or immunosuppression with seizures and posterior vasogenic edema supports PRES. The linked presentation 'Acute focal neurologic deficit' is linked because its timing and associated examination findings match this illness script.","For Posterior reversible encephalopathy syndrome, absence of the expected syndrome features prompts a search to its documented alternatives.",true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DPR-NEUR-24AD4F695AD7,DIS-NEUR-025,PRS-NEUR-051,draft_ai_generated,needs_medical_review,classic,typical,common,variable,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,"Abrupt onset, a vascular-territory pattern, and cortical signs when cortex is involved are the key positive clues; gradual spreading positive symptoms favor migraine aura.","For Acute focal neurologic deficit, absence of the characteristic pattern described here requires active evaluation of the documented alternatives.",false,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DPR-NEUR-E156050718E4,DIS-NEUR-025,PRS-NEUR-APHASIA,draft_ai_generated,needs_medical_review,common,typical,common,variable,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Abrupt language production or comprehension loss with preserved alertness suggests dominant cortical ischemia rather than delirium.,"For Aphasia, absence of the characteristic pattern described here requires active evaluation of the documented alternatives.",false,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DPR-NEUR-F06A6AF6BC98,DIS-NEUR-025,PRS-NEUR-DYSARTHRIA,draft_ai_generated,needs_medical_review,common,typical,common,variable,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Stepwise cognitive decline with focal neurologic deficits and cerebrovascular injury supports vascular rather than primary neurodegenerative dementia.,"For Dysarthria, absence of the characteristic pattern described here requires active evaluation of the documented alternatives.",false,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DPR-NEUR-000D6735689D,DIS-NEUR-026,PRS-NEUR-051,draft_ai_generated,needs_medical_review,classic,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,"Abrupt onset, a vascular-territory pattern, and cortical signs when cortex is involved are the key positive clues; gradual spreading positive symptoms favor migraine aura.","For Acute focal neurologic deficit, absence of the characteristic pattern described here requires active evaluation of the documented alternatives.",true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DPR-NEUR-F36C27694065,DIS-NEUR-026,PRS-NEUR-APHASIA,draft_ai_generated,needs_medical_review,common,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Abrupt language production or comprehension loss with preserved alertness suggests dominant cortical ischemia rather than delirium.,"For Aphasia, absence of the characteristic pattern described here requires active evaluation of the documented alternatives.",true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DPR-NEUR-A9FEF9D19487,DIS-NEUR-026,PRS-NEUR-DYSARTHRIA,draft_ai_generated,needs_medical_review,common,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Contralateral face and arm weakness with aphasia in the dominant hemisphere or neglect in the nondominant hemisphere localizes to MCA cortex.,"For Dysarthria, absence of the characteristic pattern described here requires active evaluation of the documented alternatives.",true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DPR-NEUR-70B86534D288,DIS-NEUR-026,PRS-NEUR-074,draft_ai_generated,needs_medical_review,common,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Contralateral face and arm weakness with aphasia in the dominant hemisphere or neglect in the nondominant hemisphere localizes to MCA cortex.,"For Vision loss, absence of the characteristic pattern described here requires active evaluation of the documented alternatives.",true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DPR-NEUR-A24965B84462,DIS-NEUR-027,PRS-NEUR-051,draft_ai_generated,needs_medical_review,classic,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,"Abrupt onset, a vascular-territory pattern, and cortical signs when cortex is involved are the key positive clues; gradual spreading positive symptoms favor migraine aura.","For Acute focal neurologic deficit, absence of the characteristic pattern described here requires active evaluation of the documented alternatives.",true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DPR-NEUR-9E93B28A8A74,DIS-NEUR-027,PRS-NEUR-APHASIA,draft_ai_generated,needs_medical_review,common,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Abrupt language production or comprehension loss with preserved alertness suggests dominant cortical ischemia rather than delirium.,"For Aphasia, absence of the characteristic pattern described here requires active evaluation of the documented alternatives.",true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DPR-NEUR-A9BBEB6ED90C,DIS-NEUR-027,PRS-NEUR-DYSARTHRIA,draft_ai_generated,needs_medical_review,common,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,"Contralateral leg-predominant weakness, abulia, and urinary incontinence localize to medial frontal and paracentral ACA territory.","For Dysarthria, absence of the characteristic pattern described here requires active evaluation of the documented alternatives.",true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DPR-NEUR-054CB199D042,DIS-NEUR-027,PRS-NEUR-074,draft_ai_generated,needs_medical_review,common,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,"Contralateral leg-predominant weakness, abulia, and urinary incontinence localize to medial frontal and paracentral ACA territory.","For Vision loss, absence of the characteristic pattern described here requires active evaluation of the documented alternatives.",true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DPR-NEUR-DF88BDCA6BEB,DIS-NEUR-028,PRS-NEUR-051,draft_ai_generated,needs_medical_review,classic,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,"Abrupt onset, a vascular-territory pattern, and cortical signs when cortex is involved are the key positive clues; gradual spreading positive symptoms favor migraine aura.","For Acute focal neurologic deficit, absence of the characteristic pattern described here requires active evaluation of the documented alternatives.",true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DPR-NEUR-F65A9AA32F71,DIS-NEUR-028,PRS-NEUR-APHASIA,draft_ai_generated,needs_medical_review,common,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Abrupt language production or comprehension loss with preserved alertness suggests dominant cortical ischemia rather than delirium.,"For Aphasia, absence of the characteristic pattern described here requires active evaluation of the documented alternatives.",true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DPR-NEUR-1C473D1D054A,DIS-NEUR-028,PRS-NEUR-DYSARTHRIA,draft_ai_generated,needs_medical_review,common,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,"Contralateral homonymous visual-field loss, sometimes with alexia without agraphia on the dominant side, localizes to PCA territory.","For Dysarthria, absence of the characteristic pattern described here requires active evaluation of the documented alternatives.",true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DPR-NEUR-85C8E34F4959,DIS-NEUR-028,PRS-NEUR-074,draft_ai_generated,needs_medical_review,common,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,"Contralateral homonymous visual-field loss, sometimes with alexia without agraphia on the dominant side, localizes to PCA territory.","For Vision loss, absence of the characteristic pattern described here requires active evaluation of the documented alternatives.",true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DPR-NEUR-E7A0876EBB64,DIS-NEUR-029,PRS-NEUR-051,draft_ai_generated,needs_medical_review,classic,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,"Abrupt onset, a vascular-territory pattern, and cortical signs when cortex is involved are the key positive clues; gradual spreading positive symptoms favor migraine aura.","For Acute focal neurologic deficit, absence of the characteristic pattern described here requires active evaluation of the documented alternatives.",true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DPR-NEUR-CBCFBBD44C2E,DIS-NEUR-029,PRS-NEUR-APHASIA,draft_ai_generated,needs_medical_review,common,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Abrupt language production or comprehension loss with preserved alertness suggests dominant cortical ischemia rather than delirium.,"For Aphasia, absence of the characteristic pattern described here requires active evaluation of the documented alternatives.",true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DPR-NEUR-C790B080E1F7,DIS-NEUR-029,PRS-NEUR-DYSARTHRIA,draft_ai_generated,needs_medical_review,common,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,"Quadriparesis, coma, cranial-nerve abnormalities, or locked-in features signal posterior-circulation emergency.","For Dysarthria, absence of the characteristic pattern described here requires active evaluation of the documented alternatives.",true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DPR-NEUR-B04B4E8EE679,DIS-NEUR-029,PRS-NEUR-074,draft_ai_generated,needs_medical_review,common,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,"Quadriparesis, coma, cranial-nerve abnormalities, or locked-in features signal posterior-circulation emergency.","For Vision loss, absence of the characteristic pattern described here requires active evaluation of the documented alternatives.",true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DPR-NEUR-F6BD0FC4976E,DIS-NEUR-030,PRS-NEUR-067,draft_ai_generated,needs_medical_review,classic,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,"Ipsilateral facial pain-temperature loss with contralateral body pain-temperature loss, dysphagia, and Horner syndrome localizes laterally in the medulla.",The competing diagnoses are separated by the concrete positive and negative clues in the explicit comparison.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DPR-NEUR-4BE54A6BEA14,DIS-NEUR-030,PRS-NEUR-DELIRIUM,draft_ai_generated,needs_medical_review,common,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,"Ipsilateral facial pain-temperature loss with contralateral body pain-temperature loss, dysphagia, and Horner syndrome localizes laterally in the medulla.",The competing diagnoses are separated by the concrete positive and negative clues in the explicit comparison.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DPR-NEUR-2A40BDA07AD6,DIS-NEUR-030,PRS-NEUR-056,draft_ai_generated,needs_medical_review,common,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,"Ipsilateral facial pain-temperature loss with contralateral body pain-temperature loss, dysphagia, and Horner syndrome localizes laterally in the medulla.",The competing diagnoses are separated by the concrete positive and negative clues in the explicit comparison.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DPR-NEUR-5F9F16C78745,DIS-NEUR-030,PRS-NEUR-064,draft_ai_generated,needs_medical_review,common,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,"Ipsilateral facial pain-temperature loss with contralateral body pain-temperature loss, dysphagia, and Horner syndrome localizes laterally in the medulla.",The competing diagnoses are separated by the concrete positive and negative clues in the explicit comparison.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DPR-NEUR-3874A5474B80,DIS-NEUR-031,PRS-NEUR-067,draft_ai_generated,needs_medical_review,classic,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Contralateral weakness and proprioceptive loss with ipsilateral tongue weakness localize to the medial medulla.,The competing diagnoses are separated by the concrete positive and negative clues in the explicit comparison.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DPR-NEUR-C21A0238BEDF,DIS-NEUR-031,PRS-NEUR-DELIRIUM,draft_ai_generated,needs_medical_review,common,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Contralateral weakness and proprioceptive loss with ipsilateral tongue weakness localize to the medial medulla.,The competing diagnoses are separated by the concrete positive and negative clues in the explicit comparison.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DPR-NEUR-D98830C54B5F,DIS-NEUR-031,PRS-NEUR-056,draft_ai_generated,needs_medical_review,common,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Contralateral weakness and proprioceptive loss with ipsilateral tongue weakness localize to the medial medulla.,The competing diagnoses are separated by the concrete positive and negative clues in the explicit comparison.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DPR-NEUR-878237888844,DIS-NEUR-031,PRS-NEUR-064,draft_ai_generated,needs_medical_review,common,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Contralateral weakness and proprioceptive loss with ipsilateral tongue weakness localize to the medial medulla.,The competing diagnoses are separated by the concrete positive and negative clues in the explicit comparison.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DPR-NEUR-7F6AD58C5CF0,DIS-NEUR-032,PRS-NEUR-067,draft_ai_generated,needs_medical_review,classic,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Ventral pontine injury causes quadriplegia and anarthria with preserved consciousness and vertical eye movement.,The competing diagnoses are separated by the concrete positive and negative clues in the explicit comparison.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DPR-NEUR-3A6B991F8BF1,DIS-NEUR-032,PRS-NEUR-DELIRIUM,draft_ai_generated,needs_medical_review,common,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Ventral pontine injury causes quadriplegia and anarthria with preserved consciousness and vertical eye movement.,The competing diagnoses are separated by the concrete positive and negative clues in the explicit comparison.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DPR-NEUR-C6B67CB0DB25,DIS-NEUR-032,PRS-NEUR-056,draft_ai_generated,needs_medical_review,common,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Ventral pontine injury causes quadriplegia and anarthria with preserved consciousness and vertical eye movement.,The competing diagnoses are separated by the concrete positive and negative clues in the explicit comparison.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DPR-NEUR-5F7F9B8B71DF,DIS-NEUR-032,PRS-NEUR-064,draft_ai_generated,needs_medical_review,common,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Ventral pontine injury causes quadriplegia and anarthria with preserved consciousness and vertical eye movement.,The competing diagnoses are separated by the concrete positive and negative clues in the explicit comparison.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DPR-NEUR-65BB44A29315,DIS-NEUR-033,PRS-NEUR-051,draft_ai_generated,needs_medical_review,classic,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,"Abrupt onset, a vascular-territory pattern, and cortical signs when cortex is involved are the key positive clues; gradual spreading positive symptoms favor migraine aura.",The competing diagnoses are separated by the concrete positive and negative clues in the explicit comparison.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DPR-NEUR-92182500D2FB,DIS-NEUR-033,PRS-NEUR-APHASIA,draft_ai_generated,needs_medical_review,common,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Abrupt language production or comprehension loss with preserved alertness suggests dominant cortical ischemia rather than delirium.,The competing diagnoses are separated by the concrete positive and negative clues in the explicit comparison.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DPR-NEUR-04541B7F8EEA,DIS-NEUR-033,PRS-NEUR-DYSARTHRIA,draft_ai_generated,needs_medical_review,common,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,"Isolated contralateral motor weakness without aphasia, neglect, or visual-field loss reflects a lacunar corticospinal lesion.",The competing diagnoses are separated by the concrete positive and negative clues in the explicit comparison.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DPR-NEUR-A49798BF1D3A,DIS-NEUR-033,PRS-NEUR-074,draft_ai_generated,needs_medical_review,common,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,"Isolated contralateral motor weakness without aphasia, neglect, or visual-field loss reflects a lacunar corticospinal lesion.",The competing diagnoses are separated by the concrete positive and negative clues in the explicit comparison.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DPR-NEUR-689AA2886D0E,DIS-NEUR-034,PRS-NEUR-063,draft_ai_generated,needs_medical_review,classic,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,"A witnessed stereotyped event, lateral tongue injury, and postictal confusion support seizure; persistent focal deficit requires stroke evaluation.","For First seizure, absence of the characteristic pattern described here requires active evaluation of the documented alternatives.",true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DPR-NEUR-451DA0AAB274,DIS-NEUR-034,PRS-NEUR-RECURRENTSEIZURE,draft_ai_generated,needs_medical_review,common,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,"A first unprovoked seizure requires assessment for provoking metabolic, toxic, structural, and infectious causes before recurrence counseling.","For Recurrent seizure, absence of the characteristic pattern described here requires active evaluation of the documented alternatives.",true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DPR-NEUR-FF5631F8A0AB,DIS-NEUR-034,PRS-NEUR-070,draft_ai_generated,needs_medical_review,common,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,"Ongoing motor activity, repeated events without recovery, hypoxemia, or impaired airway protection require immediate treatment.","For Status epilepticus, absence of the characteristic pattern described here requires active evaluation of the documented alternatives.",true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DPR-NEUR-2A1EB985E9EA,DIS-NEUR-034,PRS-006,draft_ai_generated,needs_medical_review,common,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,"A first unprovoked seizure requires assessment for provoking metabolic, toxic, structural, and infectious causes before recurrence counseling.","For Altered mental status, absence of the characteristic pattern described here requires active evaluation of the documented alternatives.",true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DPR-NEUR-A9AF024B3636,DIS-NEUR-035,PRS-NEUR-063,draft_ai_generated,needs_medical_review,classic,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,"A witnessed stereotyped event, lateral tongue injury, and postictal confusion support seizure; persistent focal deficit requires stroke evaluation.","For First seizure, absence of the characteristic pattern described here requires active evaluation of the documented alternatives.",true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DPR-NEUR-22FFE9C45B27,DIS-NEUR-035,PRS-NEUR-RECURRENTSEIZURE,draft_ai_generated,needs_medical_review,common,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,"Preserved awareness with a stereotyped sensory, autonomic, psychic, or focal motor event supports focal onset.","For Recurrent seizure, absence of the characteristic pattern described here requires active evaluation of the documented alternatives.",true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DPR-NEUR-A5A5694EFAF2,DIS-NEUR-035,PRS-NEUR-070,draft_ai_generated,needs_medical_review,common,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,"Ongoing motor activity, repeated events without recovery, hypoxemia, or impaired airway protection require immediate treatment.","For Status epilepticus, absence of the characteristic pattern described here requires active evaluation of the documented alternatives.",true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DPR-NEUR-3A074227317F,DIS-NEUR-035,PRS-006,draft_ai_generated,needs_medical_review,common,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,"Preserved awareness with a stereotyped sensory, autonomic, psychic, or focal motor event supports focal onset.","For Altered mental status, absence of the characteristic pattern described here requires active evaluation of the documented alternatives.",true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DPR-NEUR-910F6E583254,DIS-NEUR-036,PRS-NEUR-063,draft_ai_generated,needs_medical_review,classic,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,"A witnessed stereotyped event, lateral tongue injury, and postictal confusion support seizure; persistent focal deficit requires stroke evaluation.","For First seizure, absence of the characteristic pattern described here requires active evaluation of the documented alternatives.",true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DPR-NEUR-7A9FBD39DED7,DIS-NEUR-036,PRS-NEUR-RECURRENTSEIZURE,draft_ai_generated,needs_medical_review,common,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,"Behavioral arrest, impaired awareness, automatisms, and postictal confusion are typical of focal impaired-awareness seizure.","For Recurrent seizure, absence of the characteristic pattern described here requires active evaluation of the documented alternatives.",true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DPR-NEUR-B0CC71BE1974,DIS-NEUR-036,PRS-NEUR-070,draft_ai_generated,needs_medical_review,common,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,"Ongoing motor activity, repeated events without recovery, hypoxemia, or impaired airway protection require immediate treatment.","For Status epilepticus, absence of the characteristic pattern described here requires active evaluation of the documented alternatives.",true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DPR-NEUR-71841B50AC81,DIS-NEUR-036,PRS-006,draft_ai_generated,needs_medical_review,common,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,"Behavioral arrest, impaired awareness, automatisms, and postictal confusion are typical of focal impaired-awareness seizure.","For Altered mental status, absence of the characteristic pattern described here requires active evaluation of the documented alternatives.",true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
