disease_treatment_id,disease_id,treatment_id,role,clinical_context,sequence_order,first_line,definitive,rescue_or_escalation,unstable_patient_only,contraindication_notes,board_exam_pearl,source_review_status,medical_review_status,notes,patient_stability,rescue,refractory,contraindicated,avoid,age_context,pregnancy_context,renal_context,hepatic_context,prerequisite_actions,monitoring,step_levels,subject_exams,source_status
DTR-NEUR-290D23F11101,DIS-NEUR-163,TRT-NEUR-703266E6D90D,disease_directed,Pathogen-directed anti-Toxoplasma therapy is indicated for suspected or confirmed cerebral toxoplasmosis in the appropriate clinical setting and should not await biopsy or organism confirmation when clinical suspicion is sufficient.,1,true,false,false,false,Regimen selection requires review of allergy cytopenia risk organ function pregnancy and medication availability.,Clinical response supports reassessment but does not by itself prove the diagnosis.,source_checked,needs_medical_review,Assess clinical and radiologic response; lack of expected improvement should prompt reconsideration of competing diagnoses and possible further evaluation.,Stabilize seizures declining consciousness and mass-effect concern while initiating disease-directed management.,false,false,false,false,condition-specific,specialist regimen selection is required,adjust regimen for renal function,review hepatic function and drug interactions,Obtain urgent neuroimaging and assess safety before invasive diagnostic procedures when mass effect is possible.,Monitor symptoms neurologic examination blood counts organ function and radiologic response; maintenance and immune-status management are individualized.,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Infectious Disease; Emergency Medicine,partially_source_supported
DTR-NEUR-DC2C605B2ECE,DIS-NEUR-034,TRT-NEUR-190B225B0FAB,prevention_or_rehabilitation,"A first unprovoked seizure requires assessment for provoking metabolic, toxic, structural, and infectious causes before recurrence counseling. Cause-directed treatment and driving counseling is used only at the named stabilization, disease-directed, rescue, prevention, or disposition stage.",5,false,false,false,false,Apply condition-specific contraindications; do not delay emergency stabilization for lower-priority testing.,"The timing of Cause-directed treatment and driving counseling follows the defining emergency and mechanism of this disease, rather than list order.",draft_ai_generated,needs_medical_review,,"Escalate for airway, respiratory, hemodynamic, seizure, or raised-intracranial-pressure risk.",false,false,false,false,condition-specific,condition-specific,condition-specific,condition-specific,Complete urgent stabilization and syndrome-specific safety checks.,"Monitor response, adverse effects, and disposition needs.",Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DTR-NEUR-9808117F794C,DIS-NEUR-035,TRT-NEUR-5E24934D8C64,stabilization,"Preserved awareness with a stereotyped sensory, autonomic, psychic, or focal motor event supports focal onset. Seizure safety and airway protection is used only at the named stabilization, disease-directed, rescue, prevention, or disposition stage.",1,true,false,false,true,Apply condition-specific contraindications; do not delay emergency stabilization for lower-priority testing.,"The timing of Seizure safety and airway protection follows the defining emergency and mechanism of this disease, rather than list order.",draft_ai_generated,needs_medical_review,,"Escalate for airway, respiratory, hemodynamic, seizure, or raised-intracranial-pressure risk.",false,false,false,false,condition-specific,condition-specific,condition-specific,condition-specific,Complete urgent stabilization and syndrome-specific safety checks.,"Monitor response, adverse effects, and disposition needs.",Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DTR-NEUR-B2E5BA81B44F,DIS-NEUR-035,TRT-NEUR-A414603E2572,disease_directed_or_symptomatic,"Preserved awareness with a stereotyped sensory, autonomic, psychic, or focal motor event supports focal onset. Benzodiazepine seizure termination is used only at the named stabilization, disease-directed, rescue, prevention, or disposition stage.",2,true,false,false,false,Apply condition-specific contraindications; do not delay emergency stabilization for lower-priority testing.,"The timing of Benzodiazepine seizure termination follows the defining emergency and mechanism of this disease, rather than list order.",draft_ai_generated,needs_medical_review,,"Escalate for airway, respiratory, hemodynamic, seizure, or raised-intracranial-pressure risk.",false,false,false,false,condition-specific,condition-specific,condition-specific,condition-specific,Complete urgent stabilization and syndrome-specific safety checks.,"Monitor response, adverse effects, and disposition needs.",Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DTR-NEUR-F526F128CC6B,DIS-NEUR-035,TRT-NEUR-BE07DBFB4E87,disease_directed_or_symptomatic,"Preserved awareness with a stereotyped sensory, autonomic, psychic, or focal motor event supports focal onset. Second-line antiseizure medication is used only at the named stabilization, disease-directed, rescue, prevention, or disposition stage.",3,false,true,false,false,Apply condition-specific contraindications; do not delay emergency stabilization for lower-priority testing.,"The timing of Second-line antiseizure medication follows the defining emergency and mechanism of this disease, rather than list order.",draft_ai_generated,needs_medical_review,,"Escalate for airway, respiratory, hemodynamic, seizure, or raised-intracranial-pressure risk.",false,false,false,false,condition-specific,condition-specific,condition-specific,condition-specific,Complete urgent stabilization and syndrome-specific safety checks.,"Monitor response, adverse effects, and disposition needs.",Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DTR-NEUR-92107EA2D17A,DIS-NEUR-035,TRT-NEUR-8AE89246DBDF,rescue_or_escalation,"Preserved awareness with a stereotyped sensory, autonomic, psychic, or focal motor event supports focal onset. Continuous EEG for refractory or nonconvulsive status is used only at the named stabilization, disease-directed, rescue, prevention, or disposition stage.",4,false,false,false,false,Apply condition-specific contraindications; do not delay emergency stabilization for lower-priority testing.,"The timing of Continuous EEG for refractory or nonconvulsive status follows the defining emergency and mechanism of this disease, rather than list order.",draft_ai_generated,needs_medical_review,,"Escalate for airway, respiratory, hemodynamic, seizure, or raised-intracranial-pressure risk.",false,true,false,false,condition-specific,condition-specific,condition-specific,condition-specific,Complete urgent stabilization and syndrome-specific safety checks.,"Monitor response, adverse effects, and disposition needs.",Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DTR-NEUR-1C10D11F68D4,DIS-NEUR-035,TRT-NEUR-190B225B0FAB,prevention_or_rehabilitation,"Preserved awareness with a stereotyped sensory, autonomic, psychic, or focal motor event supports focal onset. Cause-directed treatment and driving counseling is used only at the named stabilization, disease-directed, rescue, prevention, or disposition stage.",5,false,false,false,false,Apply condition-specific contraindications; do not delay emergency stabilization for lower-priority testing.,"The timing of Cause-directed treatment and driving counseling follows the defining emergency and mechanism of this disease, rather than list order.",draft_ai_generated,needs_medical_review,,"Escalate for airway, respiratory, hemodynamic, seizure, or raised-intracranial-pressure risk.",false,false,false,false,condition-specific,condition-specific,condition-specific,condition-specific,Complete urgent stabilization and syndrome-specific safety checks.,"Monitor response, adverse effects, and disposition needs.",Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DTR-NEUR-3EBCD321C9ED,DIS-NEUR-036,TRT-NEUR-5E24934D8C64,stabilization,"Behavioral arrest, impaired awareness, automatisms, and postictal confusion are typical of focal impaired-awareness seizure. Seizure safety and airway protection is used only at the named stabilization, disease-directed, rescue, prevention, or disposition stage.",1,true,false,false,true,Apply condition-specific contraindications; do not delay emergency stabilization for lower-priority testing.,"The timing of Seizure safety and airway protection follows the defining emergency and mechanism of this disease, rather than list order.",draft_ai_generated,needs_medical_review,,"Escalate for airway, respiratory, hemodynamic, seizure, or raised-intracranial-pressure risk.",false,false,false,false,condition-specific,condition-specific,condition-specific,condition-specific,Complete urgent stabilization and syndrome-specific safety checks.,"Monitor response, adverse effects, and disposition needs.",Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DTR-NEUR-21F16F4A815A,DIS-NEUR-036,TRT-NEUR-A414603E2572,disease_directed_or_symptomatic,"Behavioral arrest, impaired awareness, automatisms, and postictal confusion are typical of focal impaired-awareness seizure. Benzodiazepine seizure termination is used only at the named stabilization, disease-directed, rescue, prevention, or disposition stage.",2,true,false,false,false,Apply condition-specific contraindications; do not delay emergency stabilization for lower-priority testing.,"The timing of Benzodiazepine seizure termination follows the defining emergency and mechanism of this disease, rather than list order.",draft_ai_generated,needs_medical_review,,"Escalate for airway, respiratory, hemodynamic, seizure, or raised-intracranial-pressure risk.",false,false,false,false,condition-specific,condition-specific,condition-specific,condition-specific,Complete urgent stabilization and syndrome-specific safety checks.,"Monitor response, adverse effects, and disposition needs.",Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DTR-NEUR-83FE94B12174,DIS-NEUR-036,TRT-NEUR-BE07DBFB4E87,disease_directed_or_symptomatic,"Behavioral arrest, impaired awareness, automatisms, and postictal confusion are typical of focal impaired-awareness seizure. Second-line antiseizure medication is used only at the named stabilization, disease-directed, rescue, prevention, or disposition stage.",3,false,true,false,false,Apply condition-specific contraindications; do not delay emergency stabilization for lower-priority testing.,"The timing of Second-line antiseizure medication follows the defining emergency and mechanism of this disease, rather than list order.",draft_ai_generated,needs_medical_review,,"Escalate for airway, respiratory, hemodynamic, seizure, or raised-intracranial-pressure risk.",false,false,false,false,condition-specific,condition-specific,condition-specific,condition-specific,Complete urgent stabilization and syndrome-specific safety checks.,"Monitor response, adverse effects, and disposition needs.",Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DTR-NEUR-481096985C38,DIS-NEUR-036,TRT-NEUR-8AE89246DBDF,rescue_or_escalation,"Behavioral arrest, impaired awareness, automatisms, and postictal confusion are typical of focal impaired-awareness seizure. Continuous EEG for refractory or nonconvulsive status is used only at the named stabilization, disease-directed, rescue, prevention, or disposition stage.",4,false,false,false,false,Apply condition-specific contraindications; do not delay emergency stabilization for lower-priority testing.,"The timing of Continuous EEG for refractory or nonconvulsive status follows the defining emergency and mechanism of this disease, rather than list order.",draft_ai_generated,needs_medical_review,,"Escalate for airway, respiratory, hemodynamic, seizure, or raised-intracranial-pressure risk.",false,true,false,false,condition-specific,condition-specific,condition-specific,condition-specific,Complete urgent stabilization and syndrome-specific safety checks.,"Monitor response, adverse effects, and disposition needs.",Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DTR-NEUR-CAFA4EAEB263,DIS-NEUR-036,TRT-NEUR-190B225B0FAB,prevention_or_rehabilitation,"Behavioral arrest, impaired awareness, automatisms, and postictal confusion are typical of focal impaired-awareness seizure. Cause-directed treatment and driving counseling is used only at the named stabilization, disease-directed, rescue, prevention, or disposition stage.",5,false,false,false,false,Apply condition-specific contraindications; do not delay emergency stabilization for lower-priority testing.,"The timing of Cause-directed treatment and driving counseling follows the defining emergency and mechanism of this disease, rather than list order.",draft_ai_generated,needs_medical_review,,"Escalate for airway, respiratory, hemodynamic, seizure, or raised-intracranial-pressure risk.",false,false,false,false,condition-specific,condition-specific,condition-specific,condition-specific,Complete urgent stabilization and syndrome-specific safety checks.,"Monitor response, adverse effects, and disposition needs.",Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DTR-NEUR-59D5EFC3727B,DIS-NEUR-037,TRT-NEUR-5E24934D8C64,stabilization,"A focal aura or unilateral onset followed by bilateral convulsions distinguishes focal-to-bilateral spread from primary generalized onset. Seizure safety and airway protection is used only at the named stabilization, disease-directed, rescue, prevention, or disposition stage.",1,true,false,false,true,Apply condition-specific contraindications; do not delay emergency stabilization for lower-priority testing.,"The timing of Seizure safety and airway protection follows the defining emergency and mechanism of this disease, rather than list order.",draft_ai_generated,needs_medical_review,,"Escalate for airway, respiratory, hemodynamic, seizure, or raised-intracranial-pressure risk.",false,false,false,false,condition-specific,condition-specific,condition-specific,condition-specific,Complete urgent stabilization and syndrome-specific safety checks.,"Monitor response, adverse effects, and disposition needs.",Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DTR-NEUR-DF253A7B2B64,DIS-NEUR-037,TRT-NEUR-A414603E2572,disease_directed_or_symptomatic,"A focal aura or unilateral onset followed by bilateral convulsions distinguishes focal-to-bilateral spread from primary generalized onset. Benzodiazepine seizure termination is used only at the named stabilization, disease-directed, rescue, prevention, or disposition stage.",2,true,false,false,false,Apply condition-specific contraindications; do not delay emergency stabilization for lower-priority testing.,"The timing of Benzodiazepine seizure termination follows the defining emergency and mechanism of this disease, rather than list order.",draft_ai_generated,needs_medical_review,,"Escalate for airway, respiratory, hemodynamic, seizure, or raised-intracranial-pressure risk.",false,false,false,false,condition-specific,condition-specific,condition-specific,condition-specific,Complete urgent stabilization and syndrome-specific safety checks.,"Monitor response, adverse effects, and disposition needs.",Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DTR-NEUR-A57F9FFB43D2,DIS-NEUR-037,TRT-NEUR-BE07DBFB4E87,disease_directed_or_symptomatic,"A focal aura or unilateral onset followed by bilateral convulsions distinguishes focal-to-bilateral spread from primary generalized onset. Second-line antiseizure medication is used only at the named stabilization, disease-directed, rescue, prevention, or disposition stage.",3,false,true,false,false,Apply condition-specific contraindications; do not delay emergency stabilization for lower-priority testing.,"The timing of Second-line antiseizure medication follows the defining emergency and mechanism of this disease, rather than list order.",draft_ai_generated,needs_medical_review,,"Escalate for airway, respiratory, hemodynamic, seizure, or raised-intracranial-pressure risk.",false,false,false,false,condition-specific,condition-specific,condition-specific,condition-specific,Complete urgent stabilization and syndrome-specific safety checks.,"Monitor response, adverse effects, and disposition needs.",Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DTR-NEUR-EDF93CE0AB31,DIS-NEUR-037,TRT-NEUR-8AE89246DBDF,rescue_or_escalation,"A focal aura or unilateral onset followed by bilateral convulsions distinguishes focal-to-bilateral spread from primary generalized onset. Continuous EEG for refractory or nonconvulsive status is used only at the named stabilization, disease-directed, rescue, prevention, or disposition stage.",4,false,false,false,false,Apply condition-specific contraindications; do not delay emergency stabilization for lower-priority testing.,"The timing of Continuous EEG for refractory or nonconvulsive status follows the defining emergency and mechanism of this disease, rather than list order.",draft_ai_generated,needs_medical_review,,"Escalate for airway, respiratory, hemodynamic, seizure, or raised-intracranial-pressure risk.",false,true,false,false,condition-specific,condition-specific,condition-specific,condition-specific,Complete urgent stabilization and syndrome-specific safety checks.,"Monitor response, adverse effects, and disposition needs.",Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DTR-NEUR-4FED5AED4E96,DIS-NEUR-037,TRT-NEUR-190B225B0FAB,prevention_or_rehabilitation,"A focal aura or unilateral onset followed by bilateral convulsions distinguishes focal-to-bilateral spread from primary generalized onset. Cause-directed treatment and driving counseling is used only at the named stabilization, disease-directed, rescue, prevention, or disposition stage.",5,false,false,false,false,Apply condition-specific contraindications; do not delay emergency stabilization for lower-priority testing.,"The timing of Cause-directed treatment and driving counseling follows the defining emergency and mechanism of this disease, rather than list order.",draft_ai_generated,needs_medical_review,,"Escalate for airway, respiratory, hemodynamic, seizure, or raised-intracranial-pressure risk.",false,false,false,false,condition-specific,condition-specific,condition-specific,condition-specific,Complete urgent stabilization and syndrome-specific safety checks.,"Monitor response, adverse effects, and disposition needs.",Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DTR-NEUR-CB3B39A9DE43,DIS-NEUR-038,TRT-NEUR-5E24934D8C64,stabilization,"Abrupt loss of consciousness with tonic stiffening, rhythmic clonic movements, lateral tongue biting, and postictal confusion supports an epileptic convulsion. Seizure safety and airway protection is used only at the named stabilization, disease-directed, rescue, prevention, or disposition stage.",1,true,false,false,true,Apply condition-specific contraindications; do not delay emergency stabilization for lower-priority testing.,"The timing of Seizure safety and airway protection follows the defining emergency and mechanism of this disease, rather than list order.",draft_ai_generated,needs_medical_review,,"Escalate for airway, respiratory, hemodynamic, seizure, or raised-intracranial-pressure risk.",false,false,false,false,condition-specific,condition-specific,condition-specific,condition-specific,Complete urgent stabilization and syndrome-specific safety checks.,"Monitor response, adverse effects, and disposition needs.",Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DTR-NEUR-B1D5FDD3BB32,DIS-NEUR-038,TRT-NEUR-A414603E2572,disease_directed_or_symptomatic,"Abrupt loss of consciousness with tonic stiffening, rhythmic clonic movements, lateral tongue biting, and postictal confusion supports an epileptic convulsion. Benzodiazepine seizure termination is used only at the named stabilization, disease-directed, rescue, prevention, or disposition stage.",2,true,false,false,false,Apply condition-specific contraindications; do not delay emergency stabilization for lower-priority testing.,"The timing of Benzodiazepine seizure termination follows the defining emergency and mechanism of this disease, rather than list order.",draft_ai_generated,needs_medical_review,,"Escalate for airway, respiratory, hemodynamic, seizure, or raised-intracranial-pressure risk.",false,false,false,false,condition-specific,condition-specific,condition-specific,condition-specific,Complete urgent stabilization and syndrome-specific safety checks.,"Monitor response, adverse effects, and disposition needs.",Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DTR-NEUR-FAAB224F8A03,DIS-NEUR-038,TRT-NEUR-BE07DBFB4E87,disease_directed_or_symptomatic,"Abrupt loss of consciousness with tonic stiffening, rhythmic clonic movements, lateral tongue biting, and postictal confusion supports an epileptic convulsion. Second-line antiseizure medication is used only at the named stabilization, disease-directed, rescue, prevention, or disposition stage.",3,false,true,false,false,Apply condition-specific contraindications; do not delay emergency stabilization for lower-priority testing.,"The timing of Second-line antiseizure medication follows the defining emergency and mechanism of this disease, rather than list order.",draft_ai_generated,needs_medical_review,,"Escalate for airway, respiratory, hemodynamic, seizure, or raised-intracranial-pressure risk.",false,false,false,false,condition-specific,condition-specific,condition-specific,condition-specific,Complete urgent stabilization and syndrome-specific safety checks.,"Monitor response, adverse effects, and disposition needs.",Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DTR-NEUR-DFABA89F801B,DIS-NEUR-038,TRT-NEUR-8AE89246DBDF,rescue_or_escalation,"Abrupt loss of consciousness with tonic stiffening, rhythmic clonic movements, lateral tongue biting, and postictal confusion supports an epileptic convulsion. Continuous EEG for refractory or nonconvulsive status is used only at the named stabilization, disease-directed, rescue, prevention, or disposition stage.",4,false,false,false,false,Apply condition-specific contraindications; do not delay emergency stabilization for lower-priority testing.,"The timing of Continuous EEG for refractory or nonconvulsive status follows the defining emergency and mechanism of this disease, rather than list order.",draft_ai_generated,needs_medical_review,,"Escalate for airway, respiratory, hemodynamic, seizure, or raised-intracranial-pressure risk.",false,true,false,false,condition-specific,condition-specific,condition-specific,condition-specific,Complete urgent stabilization and syndrome-specific safety checks.,"Monitor response, adverse effects, and disposition needs.",Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DTR-NEUR-95BAD8177927,DIS-NEUR-038,TRT-NEUR-190B225B0FAB,prevention_or_rehabilitation,"Abrupt loss of consciousness with tonic stiffening, rhythmic clonic movements, lateral tongue biting, and postictal confusion supports an epileptic convulsion. Cause-directed treatment and driving counseling is used only at the named stabilization, disease-directed, rescue, prevention, or disposition stage.",5,false,false,false,false,Apply condition-specific contraindications; do not delay emergency stabilization for lower-priority testing.,"The timing of Cause-directed treatment and driving counseling follows the defining emergency and mechanism of this disease, rather than list order.",draft_ai_generated,needs_medical_review,,"Escalate for airway, respiratory, hemodynamic, seizure, or raised-intracranial-pressure risk.",false,false,false,false,condition-specific,condition-specific,condition-specific,condition-specific,Complete urgent stabilization and syndrome-specific safety checks.,"Monitor response, adverse effects, and disposition needs.",Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DTR-NEUR-F39A95FDEB86,DIS-NEUR-039,TRT-NEUR-5E24934D8C64,stabilization,"Brief frequent staring episodes with immediate recovery and generalized three-hertz spike-and-wave activity are typical absence seizures. Seizure safety and airway protection is used only at the named stabilization, disease-directed, rescue, prevention, or disposition stage.",1,true,false,false,true,Apply condition-specific contraindications; do not delay emergency stabilization for lower-priority testing.,"The timing of Seizure safety and airway protection follows the defining emergency and mechanism of this disease, rather than list order.",draft_ai_generated,needs_medical_review,,"Escalate for airway, respiratory, hemodynamic, seizure, or raised-intracranial-pressure risk.",false,false,false,false,condition-specific,condition-specific,condition-specific,condition-specific,Complete urgent stabilization and syndrome-specific safety checks.,"Monitor response, adverse effects, and disposition needs.",Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DTR-NEUR-6E25B30945DE,DIS-NEUR-039,TRT-NEUR-A414603E2572,disease_directed_or_symptomatic,"Brief frequent staring episodes with immediate recovery and generalized three-hertz spike-and-wave activity are typical absence seizures. Benzodiazepine seizure termination is used only at the named stabilization, disease-directed, rescue, prevention, or disposition stage.",2,true,false,false,false,Apply condition-specific contraindications; do not delay emergency stabilization for lower-priority testing.,"The timing of Benzodiazepine seizure termination follows the defining emergency and mechanism of this disease, rather than list order.",draft_ai_generated,needs_medical_review,,"Escalate for airway, respiratory, hemodynamic, seizure, or raised-intracranial-pressure risk.",false,false,false,false,condition-specific,condition-specific,condition-specific,condition-specific,Complete urgent stabilization and syndrome-specific safety checks.,"Monitor response, adverse effects, and disposition needs.",Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DTR-NEUR-9DCEE2022AA0,DIS-NEUR-039,TRT-NEUR-BE07DBFB4E87,disease_directed_or_symptomatic,"Brief frequent staring episodes with immediate recovery and generalized three-hertz spike-and-wave activity are typical absence seizures. Second-line antiseizure medication is used only at the named stabilization, disease-directed, rescue, prevention, or disposition stage.",3,false,true,false,false,Apply condition-specific contraindications; do not delay emergency stabilization for lower-priority testing.,"The timing of Second-line antiseizure medication follows the defining emergency and mechanism of this disease, rather than list order.",draft_ai_generated,needs_medical_review,,"Escalate for airway, respiratory, hemodynamic, seizure, or raised-intracranial-pressure risk.",false,false,false,false,condition-specific,condition-specific,condition-specific,condition-specific,Complete urgent stabilization and syndrome-specific safety checks.,"Monitor response, adverse effects, and disposition needs.",Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DTR-NEUR-A5F357C75F89,DIS-NEUR-039,TRT-NEUR-8AE89246DBDF,rescue_or_escalation,"Brief frequent staring episodes with immediate recovery and generalized three-hertz spike-and-wave activity are typical absence seizures. Continuous EEG for refractory or nonconvulsive status is used only at the named stabilization, disease-directed, rescue, prevention, or disposition stage.",4,false,false,false,false,Apply condition-specific contraindications; do not delay emergency stabilization for lower-priority testing.,"The timing of Continuous EEG for refractory or nonconvulsive status follows the defining emergency and mechanism of this disease, rather than list order.",draft_ai_generated,needs_medical_review,,"Escalate for airway, respiratory, hemodynamic, seizure, or raised-intracranial-pressure risk.",false,true,false,false,condition-specific,condition-specific,condition-specific,condition-specific,Complete urgent stabilization and syndrome-specific safety checks.,"Monitor response, adverse effects, and disposition needs.",Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DTR-NEUR-C55EDCF3DC00,DIS-NEUR-039,TRT-NEUR-190B225B0FAB,prevention_or_rehabilitation,"Brief frequent staring episodes with immediate recovery and generalized three-hertz spike-and-wave activity are typical absence seizures. Cause-directed treatment and driving counseling is used only at the named stabilization, disease-directed, rescue, prevention, or disposition stage.",5,false,false,false,false,Apply condition-specific contraindications; do not delay emergency stabilization for lower-priority testing.,"The timing of Cause-directed treatment and driving counseling follows the defining emergency and mechanism of this disease, rather than list order.",draft_ai_generated,needs_medical_review,,"Escalate for airway, respiratory, hemodynamic, seizure, or raised-intracranial-pressure risk.",false,false,false,false,condition-specific,condition-specific,condition-specific,condition-specific,Complete urgent stabilization and syndrome-specific safety checks.,"Monitor response, adverse effects, and disposition needs.",Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DTR-NEUR-D661ED9065C4,DIS-NEUR-040,TRT-NEUR-5E24934D8C64,stabilization,"Sudden brief shock-like jerks without prolonged postictal confusion describe myoclonic seizures. Seizure safety and airway protection is used only at the named stabilization, disease-directed, rescue, prevention, or disposition stage.",1,true,false,false,true,Apply condition-specific contraindications; do not delay emergency stabilization for lower-priority testing.,"The timing of Seizure safety and airway protection follows the defining emergency and mechanism of this disease, rather than list order.",draft_ai_generated,needs_medical_review,,"Escalate for airway, respiratory, hemodynamic, seizure, or raised-intracranial-pressure risk.",false,false,false,false,condition-specific,condition-specific,condition-specific,condition-specific,Complete urgent stabilization and syndrome-specific safety checks.,"Monitor response, adverse effects, and disposition needs.",Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DTR-NEUR-4662BAFFC614,DIS-NEUR-040,TRT-NEUR-A414603E2572,disease_directed_or_symptomatic,"Sudden brief shock-like jerks without prolonged postictal confusion describe myoclonic seizures. Benzodiazepine seizure termination is used only at the named stabilization, disease-directed, rescue, prevention, or disposition stage.",2,true,false,false,false,Apply condition-specific contraindications; do not delay emergency stabilization for lower-priority testing.,"The timing of Benzodiazepine seizure termination follows the defining emergency and mechanism of this disease, rather than list order.",draft_ai_generated,needs_medical_review,,"Escalate for airway, respiratory, hemodynamic, seizure, or raised-intracranial-pressure risk.",false,false,false,false,condition-specific,condition-specific,condition-specific,condition-specific,Complete urgent stabilization and syndrome-specific safety checks.,"Monitor response, adverse effects, and disposition needs.",Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DTR-NEUR-5F88B6FC25CE,DIS-NEUR-040,TRT-NEUR-BE07DBFB4E87,disease_directed_or_symptomatic,"Sudden brief shock-like jerks without prolonged postictal confusion describe myoclonic seizures. Second-line antiseizure medication is used only at the named stabilization, disease-directed, rescue, prevention, or disposition stage.",3,false,true,false,false,Apply condition-specific contraindications; do not delay emergency stabilization for lower-priority testing.,"The timing of Second-line antiseizure medication follows the defining emergency and mechanism of this disease, rather than list order.",draft_ai_generated,needs_medical_review,,"Escalate for airway, respiratory, hemodynamic, seizure, or raised-intracranial-pressure risk.",false,false,false,false,condition-specific,condition-specific,condition-specific,condition-specific,Complete urgent stabilization and syndrome-specific safety checks.,"Monitor response, adverse effects, and disposition needs.",Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DTR-NEUR-075DA9F08BAB,DIS-NEUR-040,TRT-NEUR-8AE89246DBDF,rescue_or_escalation,"Sudden brief shock-like jerks without prolonged postictal confusion describe myoclonic seizures. Continuous EEG for refractory or nonconvulsive status is used only at the named stabilization, disease-directed, rescue, prevention, or disposition stage.",4,false,false,false,false,Apply condition-specific contraindications; do not delay emergency stabilization for lower-priority testing.,"The timing of Continuous EEG for refractory or nonconvulsive status follows the defining emergency and mechanism of this disease, rather than list order.",draft_ai_generated,needs_medical_review,,"Escalate for airway, respiratory, hemodynamic, seizure, or raised-intracranial-pressure risk.",false,true,false,false,condition-specific,condition-specific,condition-specific,condition-specific,Complete urgent stabilization and syndrome-specific safety checks.,"Monitor response, adverse effects, and disposition needs.",Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
