disease_id,canonical_name,concise_definition,organ_system_primary,board_exam_priority,time_course,severity_or_acuity,epidemiology_summary,risk_factors_summary,pathophysiology_summary,classic_presentation_summary,key_distinguishing_features,common_board_traps,emergency_red_flags,disposition_summary,prognosis_summary,last_reviewed_date,replacement_disease_id,source_review_status,medical_review_status,deprecated,notes,source_status,human_review_status,content_tier,step_levels,subject_exams,tested_as
DIS-NEUR-163,Cerebral toxoplasmosis,Opportunistic central nervous system infection caused by Toxoplasma gondii that produces intracranial lesions.,Neurology,1,Subacute,Urgent,Occurs predominantly with advanced cellular immunosuppression.,Advanced HIV infection or other severe cellular immunosuppression.,Reactivation of latent Toxoplasma gondii in brain tissue produces focal inflammatory lesions.,Subacute headache focal neurologic deficit seizure or altered mental status in an immunocompromised host.,Brain lesions require differentiation from primary CNS lymphoma and other opportunistic infections in the host context.,Ring enhancement is not specific to toxoplasmosis.,Declining consciousness seizures progressive focal deficit or concern for mass effect requires urgent evaluation.,Urgent neuroimaging and specialty-directed management are appropriate when suspected.,Outcome depends on immune status lesion burden and timely pathogen-directed therapy.,2026-08-01,,source_checked,needs_medical_review,false,Source-supported cerebral toxoplasmosis canonical record.,partially_source_supported,not_requested,core,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Infectious Disease; Emergency Medicine,definition; presentation; diagnostic_test; differential_diagnosis; first_line_treatment
DIS-C-0015,Pulmonary embolism,Draft educational illness-script placeholder pending human review.,Pulmonology,1,variable,variable,Draft content pending review.,Draft content pending review.,Draft content pending review.,Draft content pending review.,Draft content pending review.,Draft content pending review.,Review required.,Review required.,Review required.,,,draft_ai_generated,draft_ai_generated,false,; Source support varies by linked topic.,unverified_ai_generated,not_requested,index,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Pediatrics; Family Medicine; Neurology; Emergency Medicine,definition; presentation; diagnostic_test; differential_diagnosis; first_line_treatment; complication
DIS-REN-HEMODIALYSIS,Hemodialysis,Hemodialysis is a renal or genitourinary entity in which kidney-replacement therapy treats selected life-threatening or refractory consequences of kidney failure.,Renal and Genitourinary,2,"Acute, subacute, or chronic according to the defining renal physiology and onset pattern.","Emergent when filtration failure, arrhythmia risk, sepsis, obstruction, or neurologic symptoms are present.","Access type, residual function, infection, ultrafiltration, toxin exposure, and adherence influence complications.","Access type, residual function, infection, ultrafiltration, toxin exposure, and adherence influence complications.",Kidney-replacement therapy treats selected life-threatening or refractory consequences of kidney failure.,"Volume status, urine output, urinalysis, sediment, electrolyte pattern, and focal urinary symptoms identify the clinical syndrome.","Interpret creatinine trend, urine microscopy, volume status, medications, and systemic context together rather than relying on one index.","A single creatinine, fractional-excretion index, dipstick result, or image does not replace timing, volume assessment, medications, and urine sediment.","Anuria, dangerous potassium or acid-base disturbance, pulmonary edema, sepsis, infected obstruction, severe hypertension, or uremic complication requires immediate escalation.","Use serial renal and urine monitoring, mechanism-specific treatment, and nephrology or urology consultation when high-risk physiology is present.","Outcome depends on mechanism reversal, residual renal function, cardiovascular risk, complications, and timely specialty care.",,,source_checked,needs_medical_review,false,Original educational summary linked to authoritative public renal guidance,partially_source_supported,not_requested,core,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Pediatrics; Family Medicine; Neurology; Emergency Medicine,definition; presentation; diagnostic_test; differential_diagnosis; first_line_treatment; complication
DIS-REN-PERITONEALDIALYSIS,Peritoneal dialysis,Peritoneal dialysis is a renal or genitourinary entity in which kidney-replacement therapy treats selected life-threatening or refractory consequences of kidney failure.,Renal and Genitourinary,2,"Acute, subacute, or chronic according to the defining renal physiology and onset pattern.","Emergent when filtration failure, arrhythmia risk, sepsis, obstruction, or neurologic symptoms are present.","Access type, residual function, infection, ultrafiltration, toxin exposure, and adherence influence complications.","Access type, residual function, infection, ultrafiltration, toxin exposure, and adherence influence complications.",Kidney-replacement therapy treats selected life-threatening or refractory consequences of kidney failure.,"Volume status, urine output, urinalysis, sediment, electrolyte pattern, and focal urinary symptoms identify the clinical syndrome.","Interpret creatinine trend, urine microscopy, volume status, medications, and systemic context together rather than relying on one index.","A single creatinine, fractional-excretion index, dipstick result, or image does not replace timing, volume assessment, medications, and urine sediment.","Anuria, dangerous potassium or acid-base disturbance, pulmonary edema, sepsis, infected obstruction, severe hypertension, or uremic complication requires immediate escalation.","Use serial renal and urine monitoring, mechanism-specific treatment, and nephrology or urology consultation when high-risk physiology is present.","Outcome depends on mechanism reversal, residual renal function, cardiovascular risk, complications, and timely specialty care.",,,source_checked,needs_medical_review,false,Original educational summary linked to authoritative public renal guidance,partially_source_supported,not_requested,core,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Pediatrics; Family Medicine; Neurology; Emergency Medicine,definition; presentation; diagnostic_test; differential_diagnosis; first_line_treatment; complication
DIS-REN-DIALYSISDISEQUILIBRI,Dialysis disequilibrium syndrome,Dialysis disequilibrium syndrome is a renal or genitourinary entity in which kidney-replacement therapy treats selected life-threatening or refractory consequences of kidney failure.,Renal and Genitourinary,2,"Acute, subacute, or chronic according to the defining renal physiology and onset pattern.","Emergent when filtration failure, arrhythmia risk, sepsis, obstruction, or neurologic symptoms are present.","Access type, residual function, infection, ultrafiltration, toxin exposure, and adherence influence complications.","Access type, residual function, infection, ultrafiltration, toxin exposure, and adherence influence complications.",Kidney-replacement therapy treats selected life-threatening or refractory consequences of kidney failure.,"Volume status, urine output, urinalysis, sediment, electrolyte pattern, and focal urinary symptoms identify the clinical syndrome.","Interpret creatinine trend, urine microscopy, volume status, medications, and systemic context together rather than relying on one index.","A single creatinine, fractional-excretion index, dipstick result, or image does not replace timing, volume assessment, medications, and urine sediment.","Anuria, dangerous potassium or acid-base disturbance, pulmonary edema, sepsis, infected obstruction, severe hypertension, or uremic complication requires immediate escalation.","Use serial renal and urine monitoring, mechanism-specific treatment, and nephrology or urology consultation when high-risk physiology is present.","Outcome depends on mechanism reversal, residual renal function, cardiovascular risk, complications, and timely specialty care.",,,source_checked,needs_medical_review,false,Original educational summary linked to authoritative public renal guidance,partially_source_supported,not_requested,core,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Pediatrics; Family Medicine; Neurology; Emergency Medicine,definition; presentation; diagnostic_test; differential_diagnosis; first_line_treatment; complication
DIS-REN-PERITONEALDIALYSISPE,Peritoneal-dialysis peritonitis,Peritoneal-dialysis peritonitis is a renal or genitourinary entity in which kidney-replacement therapy treats selected life-threatening or refractory consequences of kidney failure.,Renal and Genitourinary,2,"Acute, subacute, or chronic according to the defining renal physiology and onset pattern.","Emergent when filtration failure, arrhythmia risk, sepsis, obstruction, or neurologic symptoms are present.","Access type, residual function, infection, ultrafiltration, toxin exposure, and adherence influence complications.","Access type, residual function, infection, ultrafiltration, toxin exposure, and adherence influence complications.",Kidney-replacement therapy treats selected life-threatening or refractory consequences of kidney failure.,"Volume status, urine output, urinalysis, sediment, electrolyte pattern, and focal urinary symptoms identify the clinical syndrome.","Interpret creatinine trend, urine microscopy, volume status, medications, and systemic context together rather than relying on one index.","A single creatinine, fractional-excretion index, dipstick result, or image does not replace timing, volume assessment, medications, and urine sediment.","Anuria, dangerous potassium or acid-base disturbance, pulmonary edema, sepsis, infected obstruction, severe hypertension, or uremic complication requires immediate escalation.","Use serial renal and urine monitoring, mechanism-specific treatment, and nephrology or urology consultation when high-risk physiology is present.","Outcome depends on mechanism reversal, residual renal function, cardiovascular risk, complications, and timely specialty care.",,,source_checked,needs_medical_review,false,Original educational summary linked to authoritative public renal guidance,partially_source_supported,not_requested,core,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Pediatrics; Family Medicine; Neurology; Emergency Medicine,definition; presentation; diagnostic_test; differential_diagnosis; first_line_treatment; complication
DIS-MSK-CLAVICLEFRACTURE,Clavicle fracture,"Clavicle fracture is a musculoskeletal or rheumatologic entity in which a bony injury follows trauma, stress, or fragility and demands localization, imaging, neurovascular assessment, and stability classification.",Musculoskeletal and Rheumatology,1,"Acute, subacute, or chronic according to mechanism, inflammation, growth stage, or structural progression.","Emergent when neurovascular compromise, sepsis, compartment physiology, unstable trauma, spinal compression, or threatened limb is present.","Mechanism, age, bone quality, anticoagulation, high-energy trauma, and growth-plate status change risk.","Mechanism, age, bone quality, anticoagulation, high-energy trauma, and growth-plate status change risk.","A bony injury follows trauma, stress, or fragility and demands localization, imaging, neurovascular assessment, and stability classification.","Localize pain, swelling, deformity, stiffness, weakness, gait change, range-of-motion loss, and systemic findings before selecting tests.","Use mechanism, anatomy, neurovascular examination, imaging pattern, inflammatory features, and time course together rather than a single maneuver or laboratory value.","Normal pulses do not exclude compartment syndrome, normal early radiographs do not exclude occult injury, and crystals do not exclude septic arthritis.","Open injury, pain with passive stretch, fever with hot joint, pulselessness, progressive weakness, saddle anesthesia, rapidly enlarging mass, or inability to bear weight needs urgent escalation.","Document neurovascular status before and after intervention; immobilize, obtain mechanism-appropriate imaging, and involve orthopedics, rheumatology, surgery, or oncology when high-risk features exist.","Outcome depends on timely stabilization, alignment, source control, rehabilitation, disease control, complication prevention, and preservation of function.",,,source_checked,needs_medical_review,false,Original educational summary linked to verified public specialty guidance,partially_source_supported,not_requested,core,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Pediatrics; Family Medicine; Neurology; Emergency Medicine,definition; presentation; diagnostic_test; differential_diagnosis; first_line_treatment; complication
DIS-MSK-SCAPULARFRACTURE,Scapular fracture,"Scapular fracture is a musculoskeletal or rheumatologic entity in which a bony injury follows trauma, stress, or fragility and demands localization, imaging, neurovascular assessment, and stability classification.",Musculoskeletal and Rheumatology,1,"Acute, subacute, or chronic according to mechanism, inflammation, growth stage, or structural progression.","Emergent when neurovascular compromise, sepsis, compartment physiology, unstable trauma, spinal compression, or threatened limb is present.","Mechanism, age, bone quality, anticoagulation, high-energy trauma, and growth-plate status change risk.","Mechanism, age, bone quality, anticoagulation, high-energy trauma, and growth-plate status change risk.","A bony injury follows trauma, stress, or fragility and demands localization, imaging, neurovascular assessment, and stability classification.","Localize pain, swelling, deformity, stiffness, weakness, gait change, range-of-motion loss, and systemic findings before selecting tests.","Use mechanism, anatomy, neurovascular examination, imaging pattern, inflammatory features, and time course together rather than a single maneuver or laboratory value.","Normal pulses do not exclude compartment syndrome, normal early radiographs do not exclude occult injury, and crystals do not exclude septic arthritis.","Open injury, pain with passive stretch, fever with hot joint, pulselessness, progressive weakness, saddle anesthesia, rapidly enlarging mass, or inability to bear weight needs urgent escalation.","Document neurovascular status before and after intervention; immobilize, obtain mechanism-appropriate imaging, and involve orthopedics, rheumatology, surgery, or oncology when high-risk features exist.","Outcome depends on timely stabilization, alignment, source control, rehabilitation, disease control, complication prevention, and preservation of function.",,,source_checked,needs_medical_review,false,Original educational summary linked to verified public specialty guidance,partially_source_supported,not_requested,core,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Pediatrics; Family Medicine; Neurology; Emergency Medicine,definition; presentation; diagnostic_test; differential_diagnosis; first_line_treatment; complication
DIS-MSK-PROXIMALHUMERUSFRACT,Proximal humerus fracture,"Proximal humerus fracture is a musculoskeletal or rheumatologic entity in which a bony injury follows trauma, stress, or fragility and demands localization, imaging, neurovascular assessment, and stability classification.",Musculoskeletal and Rheumatology,1,"Acute, subacute, or chronic according to mechanism, inflammation, growth stage, or structural progression.","Emergent when neurovascular compromise, sepsis, compartment physiology, unstable trauma, spinal compression, or threatened limb is present.","Mechanism, age, bone quality, anticoagulation, high-energy trauma, and growth-plate status change risk.","Mechanism, age, bone quality, anticoagulation, high-energy trauma, and growth-plate status change risk.","A bony injury follows trauma, stress, or fragility and demands localization, imaging, neurovascular assessment, and stability classification.","Localize pain, swelling, deformity, stiffness, weakness, gait change, range-of-motion loss, and systemic findings before selecting tests.","Use mechanism, anatomy, neurovascular examination, imaging pattern, inflammatory features, and time course together rather than a single maneuver or laboratory value.","Normal pulses do not exclude compartment syndrome, normal early radiographs do not exclude occult injury, and crystals do not exclude septic arthritis.","Open injury, pain with passive stretch, fever with hot joint, pulselessness, progressive weakness, saddle anesthesia, rapidly enlarging mass, or inability to bear weight needs urgent escalation.","Document neurovascular status before and after intervention; immobilize, obtain mechanism-appropriate imaging, and involve orthopedics, rheumatology, surgery, or oncology when high-risk features exist.","Outcome depends on timely stabilization, alignment, source control, rehabilitation, disease control, complication prevention, and preservation of function.",,,source_checked,needs_medical_review,false,Original educational summary linked to verified public specialty guidance,partially_source_supported,not_requested,core,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Pediatrics; Family Medicine; Neurology; Emergency Medicine,definition; presentation; diagnostic_test; differential_diagnosis; first_line_treatment; complication
DIS-MSK-HUMERALSHAFTFRACTURE,Humeral shaft fracture,"Humeral shaft fracture is a musculoskeletal or rheumatologic entity in which a bony injury follows trauma, stress, or fragility and demands localization, imaging, neurovascular assessment, and stability classification.",Musculoskeletal and Rheumatology,1,"Acute, subacute, or chronic according to mechanism, inflammation, growth stage, or structural progression.","Emergent when neurovascular compromise, sepsis, compartment physiology, unstable trauma, spinal compression, or threatened limb is present.","Mechanism, age, bone quality, anticoagulation, high-energy trauma, and growth-plate status change risk.","Mechanism, age, bone quality, anticoagulation, high-energy trauma, and growth-plate status change risk.","A bony injury follows trauma, stress, or fragility and demands localization, imaging, neurovascular assessment, and stability classification.","Localize pain, swelling, deformity, stiffness, weakness, gait change, range-of-motion loss, and systemic findings before selecting tests.","Use mechanism, anatomy, neurovascular examination, imaging pattern, inflammatory features, and time course together rather than a single maneuver or laboratory value.","Normal pulses do not exclude compartment syndrome, normal early radiographs do not exclude occult injury, and crystals do not exclude septic arthritis.","Open injury, pain with passive stretch, fever with hot joint, pulselessness, progressive weakness, saddle anesthesia, rapidly enlarging mass, or inability to bear weight needs urgent escalation.","Document neurovascular status before and after intervention; immobilize, obtain mechanism-appropriate imaging, and involve orthopedics, rheumatology, surgery, or oncology when high-risk features exist.","Outcome depends on timely stabilization, alignment, source control, rehabilitation, disease control, complication prevention, and preservation of function.",,,source_checked,needs_medical_review,false,Original educational summary linked to verified public specialty guidance,partially_source_supported,not_requested,core,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Pediatrics; Family Medicine; Neurology; Emergency Medicine,definition; presentation; diagnostic_test; differential_diagnosis; first_line_treatment; complication
DIS-MSK-SUPRACONDYLARHUMERUS,Supracondylar humerus fracture,"Supracondylar humerus fracture is a musculoskeletal or rheumatologic entity in which a bony injury follows trauma, stress, or fragility and demands localization, imaging, neurovascular assessment, and stability classification.",Musculoskeletal and Rheumatology,1,"Acute, subacute, or chronic according to mechanism, inflammation, growth stage, or structural progression.","Emergent when neurovascular compromise, sepsis, compartment physiology, unstable trauma, spinal compression, or threatened limb is present.","Mechanism, age, bone quality, anticoagulation, high-energy trauma, and growth-plate status change risk.","Mechanism, age, bone quality, anticoagulation, high-energy trauma, and growth-plate status change risk.","A bony injury follows trauma, stress, or fragility and demands localization, imaging, neurovascular assessment, and stability classification.","Localize pain, swelling, deformity, stiffness, weakness, gait change, range-of-motion loss, and systemic findings before selecting tests.","Use mechanism, anatomy, neurovascular examination, imaging pattern, inflammatory features, and time course together rather than a single maneuver or laboratory value.","Normal pulses do not exclude compartment syndrome, normal early radiographs do not exclude occult injury, and crystals do not exclude septic arthritis.","Open injury, pain with passive stretch, fever with hot joint, pulselessness, progressive weakness, saddle anesthesia, rapidly enlarging mass, or inability to bear weight needs urgent escalation.","Document neurovascular status before and after intervention; immobilize, obtain mechanism-appropriate imaging, and involve orthopedics, rheumatology, surgery, or oncology when high-risk features exist.","Outcome depends on timely stabilization, alignment, source control, rehabilitation, disease control, complication prevention, and preservation of function.",,,source_checked,needs_medical_review,false,Original educational summary linked to verified public specialty guidance,partially_source_supported,not_requested,core,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Pediatrics; Family Medicine; Neurology; Emergency Medicine,definition; presentation; diagnostic_test; differential_diagnosis; first_line_treatment; complication
DIS-MSK-LATERALCONDYLEFRACTU,Lateral condyle fracture,"Lateral condyle fracture is a musculoskeletal or rheumatologic entity in which a bony injury follows trauma, stress, or fragility and demands localization, imaging, neurovascular assessment, and stability classification.",Musculoskeletal and Rheumatology,1,"Acute, subacute, or chronic according to mechanism, inflammation, growth stage, or structural progression.","Emergent when neurovascular compromise, sepsis, compartment physiology, unstable trauma, spinal compression, or threatened limb is present.","Mechanism, age, bone quality, anticoagulation, high-energy trauma, and growth-plate status change risk.","Mechanism, age, bone quality, anticoagulation, high-energy trauma, and growth-plate status change risk.","A bony injury follows trauma, stress, or fragility and demands localization, imaging, neurovascular assessment, and stability classification.","Localize pain, swelling, deformity, stiffness, weakness, gait change, range-of-motion loss, and systemic findings before selecting tests.","Use mechanism, anatomy, neurovascular examination, imaging pattern, inflammatory features, and time course together rather than a single maneuver or laboratory value.","Normal pulses do not exclude compartment syndrome, normal early radiographs do not exclude occult injury, and crystals do not exclude septic arthritis.","Open injury, pain with passive stretch, fever with hot joint, pulselessness, progressive weakness, saddle anesthesia, rapidly enlarging mass, or inability to bear weight needs urgent escalation.","Document neurovascular status before and after intervention; immobilize, obtain mechanism-appropriate imaging, and involve orthopedics, rheumatology, surgery, or oncology when high-risk features exist.","Outcome depends on timely stabilization, alignment, source control, rehabilitation, disease control, complication prevention, and preservation of function.",,,source_checked,needs_medical_review,false,Original educational summary linked to verified public specialty guidance,partially_source_supported,not_requested,core,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Pediatrics; Family Medicine; Neurology; Emergency Medicine,definition; presentation; diagnostic_test; differential_diagnosis; first_line_treatment; complication
DIS-MSK-MEDIALEPICONDYLEFRAC,Medial epicondyle fracture,"Medial epicondyle fracture is a musculoskeletal or rheumatologic entity in which a bony injury follows trauma, stress, or fragility and demands localization, imaging, neurovascular assessment, and stability classification.",Musculoskeletal and Rheumatology,1,"Acute, subacute, or chronic according to mechanism, inflammation, growth stage, or structural progression.","Emergent when neurovascular compromise, sepsis, compartment physiology, unstable trauma, spinal compression, or threatened limb is present.","Mechanism, age, bone quality, anticoagulation, high-energy trauma, and growth-plate status change risk.","Mechanism, age, bone quality, anticoagulation, high-energy trauma, and growth-plate status change risk.","A bony injury follows trauma, stress, or fragility and demands localization, imaging, neurovascular assessment, and stability classification.","Localize pain, swelling, deformity, stiffness, weakness, gait change, range-of-motion loss, and systemic findings before selecting tests.","Use mechanism, anatomy, neurovascular examination, imaging pattern, inflammatory features, and time course together rather than a single maneuver or laboratory value.","Normal pulses do not exclude compartment syndrome, normal early radiographs do not exclude occult injury, and crystals do not exclude septic arthritis.","Open injury, pain with passive stretch, fever with hot joint, pulselessness, progressive weakness, saddle anesthesia, rapidly enlarging mass, or inability to bear weight needs urgent escalation.","Document neurovascular status before and after intervention; immobilize, obtain mechanism-appropriate imaging, and involve orthopedics, rheumatology, surgery, or oncology when high-risk features exist.","Outcome depends on timely stabilization, alignment, source control, rehabilitation, disease control, complication prevention, and preservation of function.",,,source_checked,needs_medical_review,false,Original educational summary linked to verified public specialty guidance,partially_source_supported,not_requested,core,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Pediatrics; Family Medicine; Neurology; Emergency Medicine,definition; presentation; diagnostic_test; differential_diagnosis; first_line_treatment; complication
DIS-MSK-RADIALHEADFRACTURE,Radial head fracture,"Radial head fracture is a musculoskeletal or rheumatologic entity in which a bony injury follows trauma, stress, or fragility and demands localization, imaging, neurovascular assessment, and stability classification.",Musculoskeletal and Rheumatology,1,"Acute, subacute, or chronic according to mechanism, inflammation, growth stage, or structural progression.","Emergent when neurovascular compromise, sepsis, compartment physiology, unstable trauma, spinal compression, or threatened limb is present.","Mechanism, age, bone quality, anticoagulation, high-energy trauma, and growth-plate status change risk.","Mechanism, age, bone quality, anticoagulation, high-energy trauma, and growth-plate status change risk.","A bony injury follows trauma, stress, or fragility and demands localization, imaging, neurovascular assessment, and stability classification.","Localize pain, swelling, deformity, stiffness, weakness, gait change, range-of-motion loss, and systemic findings before selecting tests.","Use mechanism, anatomy, neurovascular examination, imaging pattern, inflammatory features, and time course together rather than a single maneuver or laboratory value.","Normal pulses do not exclude compartment syndrome, normal early radiographs do not exclude occult injury, and crystals do not exclude septic arthritis.","Open injury, pain with passive stretch, fever with hot joint, pulselessness, progressive weakness, saddle anesthesia, rapidly enlarging mass, or inability to bear weight needs urgent escalation.","Document neurovascular status before and after intervention; immobilize, obtain mechanism-appropriate imaging, and involve orthopedics, rheumatology, surgery, or oncology when high-risk features exist.","Outcome depends on timely stabilization, alignment, source control, rehabilitation, disease control, complication prevention, and preservation of function.",,,source_checked,needs_medical_review,false,Original educational summary linked to verified public specialty guidance,partially_source_supported,not_requested,core,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Pediatrics; Family Medicine; Neurology; Emergency Medicine,definition; presentation; diagnostic_test; differential_diagnosis; first_line_treatment; complication
DIS-MSK-OLECRANONFRACTURE,Olecranon fracture,"Olecranon fracture is a musculoskeletal or rheumatologic entity in which a bony injury follows trauma, stress, or fragility and demands localization, imaging, neurovascular assessment, and stability classification.",Musculoskeletal and Rheumatology,1,"Acute, subacute, or chronic according to mechanism, inflammation, growth stage, or structural progression.","Emergent when neurovascular compromise, sepsis, compartment physiology, unstable trauma, spinal compression, or threatened limb is present.","Mechanism, age, bone quality, anticoagulation, high-energy trauma, and growth-plate status change risk.","Mechanism, age, bone quality, anticoagulation, high-energy trauma, and growth-plate status change risk.","A bony injury follows trauma, stress, or fragility and demands localization, imaging, neurovascular assessment, and stability classification.","Localize pain, swelling, deformity, stiffness, weakness, gait change, range-of-motion loss, and systemic findings before selecting tests.","Use mechanism, anatomy, neurovascular examination, imaging pattern, inflammatory features, and time course together rather than a single maneuver or laboratory value.","Normal pulses do not exclude compartment syndrome, normal early radiographs do not exclude occult injury, and crystals do not exclude septic arthritis.","Open injury, pain with passive stretch, fever with hot joint, pulselessness, progressive weakness, saddle anesthesia, rapidly enlarging mass, or inability to bear weight needs urgent escalation.","Document neurovascular status before and after intervention; immobilize, obtain mechanism-appropriate imaging, and involve orthopedics, rheumatology, surgery, or oncology when high-risk features exist.","Outcome depends on timely stabilization, alignment, source control, rehabilitation, disease control, complication prevention, and preservation of function.",,,source_checked,needs_medical_review,false,Original educational summary linked to verified public specialty guidance,partially_source_supported,not_requested,core,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Pediatrics; Family Medicine; Neurology; Emergency Medicine,definition; presentation; diagnostic_test; differential_diagnosis; first_line_treatment; complication
DIS-MSK-MONTEGGIAFRACTUREDIS,Monteggia fracture-dislocation,"Monteggia fracture-dislocation is a musculoskeletal or rheumatologic entity in which a bony injury follows trauma, stress, or fragility and demands localization, imaging, neurovascular assessment, and stability classification.",Musculoskeletal and Rheumatology,1,"Acute, subacute, or chronic according to mechanism, inflammation, growth stage, or structural progression.","Emergent when neurovascular compromise, sepsis, compartment physiology, unstable trauma, spinal compression, or threatened limb is present.","Mechanism, age, bone quality, anticoagulation, high-energy trauma, and growth-plate status change risk.","Mechanism, age, bone quality, anticoagulation, high-energy trauma, and growth-plate status change risk.","A bony injury follows trauma, stress, or fragility and demands localization, imaging, neurovascular assessment, and stability classification.","Localize pain, swelling, deformity, stiffness, weakness, gait change, range-of-motion loss, and systemic findings before selecting tests.","Use mechanism, anatomy, neurovascular examination, imaging pattern, inflammatory features, and time course together rather than a single maneuver or laboratory value.","Normal pulses do not exclude compartment syndrome, normal early radiographs do not exclude occult injury, and crystals do not exclude septic arthritis.","Open injury, pain with passive stretch, fever with hot joint, pulselessness, progressive weakness, saddle anesthesia, rapidly enlarging mass, or inability to bear weight needs urgent escalation.","Document neurovascular status before and after intervention; immobilize, obtain mechanism-appropriate imaging, and involve orthopedics, rheumatology, surgery, or oncology when high-risk features exist.","Outcome depends on timely stabilization, alignment, source control, rehabilitation, disease control, complication prevention, and preservation of function.",,,source_checked,needs_medical_review,false,Original educational summary linked to verified public specialty guidance,partially_source_supported,not_requested,core,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Pediatrics; Family Medicine; Neurology; Emergency Medicine,definition; presentation; diagnostic_test; differential_diagnosis; first_line_treatment; complication
DIS-MSK-GALEAZZIFRACTUREDISL,Galeazzi fracture-dislocation,"Galeazzi fracture-dislocation is a musculoskeletal or rheumatologic entity in which a bony injury follows trauma, stress, or fragility and demands localization, imaging, neurovascular assessment, and stability classification.",Musculoskeletal and Rheumatology,1,"Acute, subacute, or chronic according to mechanism, inflammation, growth stage, or structural progression.","Emergent when neurovascular compromise, sepsis, compartment physiology, unstable trauma, spinal compression, or threatened limb is present.","Mechanism, age, bone quality, anticoagulation, high-energy trauma, and growth-plate status change risk.","Mechanism, age, bone quality, anticoagulation, high-energy trauma, and growth-plate status change risk.","A bony injury follows trauma, stress, or fragility and demands localization, imaging, neurovascular assessment, and stability classification.","Localize pain, swelling, deformity, stiffness, weakness, gait change, range-of-motion loss, and systemic findings before selecting tests.","Use mechanism, anatomy, neurovascular examination, imaging pattern, inflammatory features, and time course together rather than a single maneuver or laboratory value.","Normal pulses do not exclude compartment syndrome, normal early radiographs do not exclude occult injury, and crystals do not exclude septic arthritis.","Open injury, pain with passive stretch, fever with hot joint, pulselessness, progressive weakness, saddle anesthesia, rapidly enlarging mass, or inability to bear weight needs urgent escalation.","Document neurovascular status before and after intervention; immobilize, obtain mechanism-appropriate imaging, and involve orthopedics, rheumatology, surgery, or oncology when high-risk features exist.","Outcome depends on timely stabilization, alignment, source control, rehabilitation, disease control, complication prevention, and preservation of function.",,,source_checked,needs_medical_review,false,Original educational summary linked to verified public specialty guidance,partially_source_supported,not_requested,core,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Pediatrics; Family Medicine; Neurology; Emergency Medicine,definition; presentation; diagnostic_test; differential_diagnosis; first_line_treatment; complication
DIS-MSK-BOTHBONEFOREARMFRACT,Both-bone forearm fracture,"Both-bone forearm fracture is a musculoskeletal or rheumatologic entity in which a bony injury follows trauma, stress, or fragility and demands localization, imaging, neurovascular assessment, and stability classification.",Musculoskeletal and Rheumatology,1,"Acute, subacute, or chronic according to mechanism, inflammation, growth stage, or structural progression.","Emergent when neurovascular compromise, sepsis, compartment physiology, unstable trauma, spinal compression, or threatened limb is present.","Mechanism, age, bone quality, anticoagulation, high-energy trauma, and growth-plate status change risk.","Mechanism, age, bone quality, anticoagulation, high-energy trauma, and growth-plate status change risk.","A bony injury follows trauma, stress, or fragility and demands localization, imaging, neurovascular assessment, and stability classification.","Localize pain, swelling, deformity, stiffness, weakness, gait change, range-of-motion loss, and systemic findings before selecting tests.","Use mechanism, anatomy, neurovascular examination, imaging pattern, inflammatory features, and time course together rather than a single maneuver or laboratory value.","Normal pulses do not exclude compartment syndrome, normal early radiographs do not exclude occult injury, and crystals do not exclude septic arthritis.","Open injury, pain with passive stretch, fever with hot joint, pulselessness, progressive weakness, saddle anesthesia, rapidly enlarging mass, or inability to bear weight needs urgent escalation.","Document neurovascular status before and after intervention; immobilize, obtain mechanism-appropriate imaging, and involve orthopedics, rheumatology, surgery, or oncology when high-risk features exist.","Outcome depends on timely stabilization, alignment, source control, rehabilitation, disease control, complication prevention, and preservation of function.",,,source_checked,needs_medical_review,false,Original educational summary linked to verified public specialty guidance,partially_source_supported,not_requested,core,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Pediatrics; Family Medicine; Neurology; Emergency Medicine,definition; presentation; diagnostic_test; differential_diagnosis; first_line_treatment; complication
